features,condition,n,k_pos,win_rate,wilson_lower,p_value,complexity,outcome
dig_Mo|tara_quality|mahadasha,neutral||achievement||Ma,127,36,0.2835,0.2123,0.02494369,3,REVERSAL
dig_Mo|dig_Me|nakl_spd,debilitated||friendly||very_fast,64,20,0.3125,0.2123,0.02712536,3,SIDEWAYS
karana_quality|vara_dig|dig_Ju,auspicious||friendly||debilitated,64,20,0.3125,0.2123,0.0400635,3,STRONG_BEAR
vara_dig|dig_Ju|nakl_dig,neutral||neutral||friendly,64,20,0.3125,0.2123,0.03985647,3,REVERSAL
vara_dig|dig_Ve|ix_paksha_ju_dig,neutral||neutral||KRISHNA_neutral,64,20,0.3125,0.2123,0.03985647,3,REVERSAL
tithi_quality|dig_Ju|mahadasha,Rikta||own||Ra,127,36,0.2835,0.2123,0.02494369,3,REVERSAL
dig_Ma|ix_paksha_ju_dig,friendly||SHUKLA_own,127,36,0.2835,0.2123,0.02521956,2,STRONG_BEAR
dig_Ma|mod_Mo|mahadasha,friendly||X||Ju,103,30,0.2913,0.2123,0.02428503,3,SIDEWAYS
dig_Ma|dig_Ve|dig_Me,friendly||exalted||neutral,103,30,0.2913,0.2123,0.02428503,3,SIDEWAYS
dig_Me|ix_paksha_ju_dig,debilitated||KRISHNA_friendly,64,20,0.3125,0.2123,0.0400635,2,STRONG_BEAR
moon_phase|karana_quality|dig_Ma,NEW||auspicious||debilitated,64,20,0.3125,0.2123,0.0400635,3,STRONG_BEAR
paksha|dig_Ju|dig_Ma,SHUKLA||own||friendly,127,36,0.2835,0.2123,0.02521956,3,STRONG_BEAR
vara_dig|dig_Sa|elem_Mo,friendly||friendly||A,103,30,0.2913,0.2123,0.02599522,3,STRONG_BEAR
dig_Ma|dig_Ve|mod_Mo,neutral||enemy||D,103,30,0.2913,0.2123,0.02428503,3,SIDEWAYS
dig_Ve|dig_Me|parivartana_any_s,own||debilitated||parivartana_any=0,64,20,0.3125,0.2123,0.03985647,3,REVERSAL
dig_Sa|tara_quality|choghadiya_quality,neutral||worst||avoid,64,20,0.3125,0.2123,0.03985647,3,REVERSAL
dig_Ve|mahadasha|nakl_spd,enemy||Ma||retrograde,64,20,0.3125,0.2123,0.0400635,3,STRONG_BEAR
moon_phase|dig_Ju|dig_Ve,GIBBOUS||enemy||neutral,64,20,0.3125,0.2123,0.02712536,3,SIDEWAYS
dig_Ma|dig_Me|mahadasha,friendly||debilitated||Ra,103,30,0.2913,0.2123,0.02428503,3,SIDEWAYS
moon_phase|dig_Sa,GIBBOUS||enemy,205,55,0.2683,0.2123,0.0212907,2,STRONG_BEAR
elem_Mo|mahadasha|hora_at_open,E||Ju||Ve,64,20,0.3125,0.2123,0.02712536,3,SIDEWAYS
tithi_quality|dig_Ve|mahadasha,Bhadra||neutral||Ju,64,20,0.3125,0.2123,0.02712536,3,SIDEWAYS
moon_phase|vara_dig|dig_Mo,DIS_GIBBOUS||own||neutral,64,20,0.3125,0.2123,0.0400635,3,STRONG_BEAR
vara_dig|dig_Ve|dig_Me,neutral||neutral||neutral,635,155,0.2441,0.2123,0.00609462,3,STRONG_BEAR
vara_lord|elem_Mo|mahadasha,Ju||E||Ju,64,20,0.3125,0.2123,0.02712536,3,SIDEWAYS
nak_mo_name|dig_Sa,Vishakha||enemy,64,20,0.3125,0.2123,0.0400635,2,STRONG_BEAR
paksha|tithi_quality|mahadasha,SHUKLA||Rikta||Ju,127,36,0.2835,0.2123,0.01840191,3,SIDEWAYS
dig_Ju|elem_Mo|sade_sati_phase,enemy||E||none,426,107,0.2512,0.2123,0.00589235,3,SIDEWAYS
paksha|moon_phase|dig_Sa,SHUKLA||GIBBOUS||enemy,205,55,0.2683,0.2123,0.0212907,3,STRONG_BEAR
paksha|dig_Ju|dig_Me,KRISHNA||friendly||debilitated,64,20,0.3125,0.2123,0.0400635,3,STRONG_BEAR
moon_phase|dig_Sa|mahadasha,GIBBOUS||enemy||Ra,205,55,0.2683,0.2123,0.0212907,3,STRONG_BEAR
moon_phase|vara_dig|dig_Ju,CRESCENT||friendly||enemy,64,20,0.3125,0.2123,0.02712536,3,SIDEWAYS
vara_dig|dig_Ju|ix_paksha_ju_dig,friendly||debilitated||KRISHNA_debilitated,64,20,0.3125,0.2123,0.03985647,3,REVERSAL
tithi_quality|mahadasha|ix_paksha_ju_dig,Rikta||Ra||KRISHNA_own,64,20,0.3125,0.2123,0.03985647,3,REVERSAL
vara_dig|ix_paksha_ju_dig,friendly||KRISHNA_debilitated,64,20,0.3125,0.2123,0.03985647,2,REVERSAL
elem_Mo|tara_quality|nakl_dig,E||critical||own,64,20,0.3125,0.2123,0.0400635,3,STRONG_BEAR
dig_Sa|dig_Mo,friendly||neutral,891,213,0.2391,0.2122,0.00378492,2,STRONG_BEAR
dig_Mo|dig_Me|mod_Mo,friendly||enemy||D,111,32,0.2883,0.2122,0.02212165,3,SIDEWAYS
dig_Mo|elem_Mo|mahadasha,friendly||A||Ju,111,32,0.2883,0.2122,0.02212165,3,SIDEWAYS
elem_Mo|mod_Mo|mahadasha,A||D||Ju,111,32,0.2883,0.2122,0.02212165,3,SIDEWAYS
dig_Sa|dig_Ve|nakl_dig,friendly||friendly||friendly,172,47,0.2733,0.2122,0.02058773,3,REVERSAL
vara_dig|dig_Ju|sade_sati_phase,own||own||none,285,74,0.2596,0.2122,0.01577315,3,STRONG_BEAR
karana_quality|elem_Mo|nakl_spd,neutral||A||very_fast,119,34,0.2857,0.2122,0.02788891,3,STRONG_BEAR
karana_quality|dig_Sa|dig_Me,auspicious||debilitated||neutral,107,31,0.2897,0.2122,0.02823073,3,STRONG_BEAR
moon_phase|dig_Ju|mod_Mo,LAST_Q||enemy||D,111,32,0.2883,0.2122,0.02212165,3,SIDEWAYS
ix_paksha_ju_dig|gand_any_s,SHUKLA_neutral||gand_any=1,111,32,0.2883,0.2122,0.03095503,2,STRONG_BEAR
mod_Mo|mahadasha|nakl_spd,D||Ju||mean,107,31,0.2897,0.2122,0.02037028,3,SIDEWAYS
dig_Ju|dig_Me,enemy||neutral,1033,245,0.2372,0.2122,0.0010318,2,SIDEWAYS
dig_Ve|dig_Me|neecha_bhanga_s,exalted||debilitated||neecha_bhanga=0,119,34,0.2857,0.2122,0.02765971,3,REVERSAL
choghadiya_quality|neecha_bhanga_s|parivartana_any_s,avoid||neecha_bhanga=1||parivartana_any=1,336,86,0.256,0.2122,0.01205869,3,REVERSAL
vara_lord|tara_quality|parivartana_any_s,Mo||prosperity||parivartana_any=0,111,32,0.2883,0.2122,0.03078183,3,REVERSAL
vara_lord|dig_Mo|elem_Mo,Ju||neutral||E,119,34,0.2857,0.2122,0.02788891,3,STRONG_BEAR
dig_Sa|dig_Ve|dig_Me,friendly||exalted||neutral,107,31,0.2897,0.2122,0.02823073,3,STRONG_BEAR
tara_quality|hora_at_open|parivartana_any_s,prosperity||Ma||parivartana_any=0,111,32,0.2883,0.2122,0.03078183,3,REVERSAL
paksha|dig_Sa|nakl_spd,SHUKLA||neutral||stationary,111,32,0.2883,0.2122,0.02212165,3,SIDEWAYS
dig_Ma|nakl_spd,friendly||retrograde,319,82,0.2571,0.2122,0.01507139,2,STRONG_BEAR
moon_phase|mahadasha|sade_sati_phase,GIBBOUS||Ju||none,111,32,0.2883,0.2122,0.02212165,3,SIDEWAYS
neecha_bhanga_s,neecha_bhanga=1,1845,426,0.2309,0.2122,0.00026092,1,REVERSAL
dig_Mo|elem_Mo|hora_at_open,neutral||E||Ve,119,34,0.2857,0.2122,0.02788891,3,STRONG_BEAR
yoga_quality|vara_lord|tara_quality,auspicious||Mo||prosperity,115,33,0.287,0.2122,0.02543429,3,REVERSAL
yoga_quality|tara_quality|choghadiya_quality,auspicious||prosperity||good,115,33,0.287,0.2122,0.02543429,3,REVERSAL
yoga_quality|tara_quality|hora_at_open,auspicious||prosperity||Ma,115,33,0.287,0.2122,0.02543429,3,REVERSAL
paksha|dig_Sa|dig_Me,SHUKLA||own||friendly,115,33,0.287,0.2122,0.02432815,3,SIDEWAYS
dig_Ma|dig_Ve|choghadiya_quality,enemy||friendly||avoid,115,33,0.287,0.2122,0.02575396,3,STRONG_BEAR
tara_quality|choghadiya_quality|parivartana_any_s,prosperity||good||parivartana_any=0,111,32,0.2883,0.2122,0.03078183,3,REVERSAL
moon_phase|karana_quality|choghadiya_quality,CRESCENT||neutral||avoid,107,31,0.2897,0.2122,0.02823073,3,STRONG_BEAR
vara_lord|dig_Ju|nakl_spd,Ve||own||very_fast,49,16,0.3265,0.2121,0.04681921,3,STRONG_BEAR
vara_lord|dig_Sa|tara_quality,Me||friendly||best,38,13,0.3421,0.2121,0.04072029,3,STRONG_BEAR
dig_Ma|dig_Ve|sade_sati_phase,exalted||enemy||none,38,13,0.3421,0.2121,0.03863289,3,SIDEWAYS
dig_Me|mahadasha|sade_sati_phase,debilitated||Ma||rising,38,13,0.3421,0.2121,0.03863289,3,SIDEWAYS
moon_phase|tara_quality|choghadiya_quality,NEW||critical||avoid,38,13,0.3421,0.2121,0.04072029,3,STRONG_BEAR
dig_Sa|dig_Ve|choghadiya_quality,enemy||own||good,38,13,0.3421,0.2121,0.04032638,3,REVERSAL
dig_Sa|dig_Me|ix_paksha_ju_dig,enemy||neutral||SHUKLA_own,38,13,0.3421,0.2121,0.04032638,3,REVERSAL
dig_Ju|nakl_dig|nakl_spd,friendly||exalted||very_fast,38,13,0.3421,0.2121,0.04072029,3,STRONG_BEAR
dig_Ju|nakl_spd|choghadiya_quality,own||very_fast||best,49,16,0.3265,0.2121,0.04681921,3,STRONG_BEAR
paksha|nak_mo_name|dig_Ju,SHUKLA||UttaraBhadrapada||enemy,49,16,0.3265,0.2121,0.03053436,3,SIDEWAYS
tithi_quality|vara_dig|tara_quality,Jaya||friendly||wealth,38,13,0.3421,0.2121,0.04032638,3,REVERSAL
paksha|dig_Ju|dig_Ve,SHUKLA||enemy||enemy,201,54,0.2687,0.2121,0.01516369,3,SIDEWAYS
dig_Ma|dig_Ve|mahadasha,friendly||own||Ju,49,16,0.3265,0.2121,0.03053436,3,SIDEWAYS
tithi_quality|dig_Ju|mahadasha,Jaya||friendly||Ma,49,16,0.3265,0.2121,0.04662289,3,REVERSAL
dig_Mo|mahadasha|nakl_spd,exalted||Ma||very_fast,38,13,0.3421,0.2121,0.04072029,3,STRONG_BEAR
paksha|nak_mo_qual|dig_Sa,KRISHNA||Ugra||moolatrikona,38,13,0.3421,0.2121,0.03863289,3,SIDEWAYS
karana_quality|elem_Mo|nakl_spd,neutral||W||very_slow,38,13,0.3421,0.2121,0.04072029,3,STRONG_BEAR
tithi_quality|dig_Sa|dig_Me,Nanda||enemy||exalted,38,13,0.3421,0.2121,0.04032638,3,REVERSAL
karana_quality|tara_quality|nakl_dig,neutral||wealth||neutral,38,13,0.3421,0.2121,0.04072029,3,STRONG_BEAR
vara_dig|dig_Ma|tara_quality,neutral||friendly||worst,49,16,0.3265,0.2121,0.04681921,3,STRONG_BEAR
vara_dig|dig_Sa|dig_Mo,friendly||debilitated||friendly,49,16,0.3265,0.2121,0.04681921,3,STRONG_BEAR
karana_quality|sade_sati_phase|hora_at_open,neutral||peak||Ju,38,13,0.3421,0.2121,0.04072029,3,STRONG_BEAR
paksha|dig_Ve|tara_quality,SHUKLA||exalted||danger,38,13,0.3421,0.2121,0.04072029,3,STRONG_BEAR
dig_Ju|ix_paksha_nak,enemy||SHUKLA_UttaraBhadrapada,49,16,0.3265,0.2121,0.03053436,2,SIDEWAYS
paksha|nak_mo_qual|dig_Me,SHUKLA||Laghu||enemy,38,13,0.3421,0.2121,0.03863289,3,SIDEWAYS
vara_dig|dig_Mo|nakl_spd,debilitated||friendly||mean,38,13,0.3421,0.2121,0.04072029,3,STRONG_BEAR
tithi_quality|yoga_quality|dig_Sa,Rikta||inauspicious||exalted,38,13,0.3421,0.2121,0.04032638,3,REVERSAL
paksha|dig_Ve|sade_sati_phase,KRISHNA||exalted||rising,38,13,0.3421,0.2121,0.04072029,3,STRONG_BEAR
vara_lord|dig_Ve|elem_Mo,Me||exalted||A,38,13,0.3421,0.2121,0.04072029,3,STRONG_BEAR
dig_Mo|dig_Me|nakl_spd,friendly||enemy||very_fast,38,13,0.3421,0.2121,0.03863289,3,SIDEWAYS
dig_Ma|dig_Ve|mahadasha,exalted||enemy||Ra,38,13,0.3421,0.2121,0.03863289,3,SIDEWAYS
tithi_quality|dig_Sa|tara_quality,Jaya||friendly||worst,38,13,0.3421,0.2121,0.04032638,3,REVERSAL
tithi_quality|yoga_quality|nakl_dig,Rikta||inauspicious||own,38,13,0.3421,0.2121,0.04032638,3,REVERSAL
tithi_quality|dig_Ju|mahadasha,Nanda||friendly||Ma,49,16,0.3265,0.2121,0.04662289,3,REVERSAL
dig_Mo|dig_Me|mahadasha,neutral||neutral||Ju,264,69,0.2614,0.2121,0.01172813,3,SIDEWAYS
vara_dig|dig_Ju|dig_Mo,own||friendly||friendly,38,13,0.3421,0.2121,0.04072029,3,STRONG_BEAR
paksha|vara_dig|tara_quality,SHUKLA||own||best,38,13,0.3421,0.2121,0.04072029,3,STRONG_BEAR
dig_Sa|dig_Mo|dig_Ve,neutral||friendly||enemy,49,16,0.3265,0.2121,0.04681921,3,STRONG_BEAR
vara_lord|dig_Ju|dig_Ma,Mo||friendly||enemy,49,16,0.3265,0.2121,0.04662289,3,REVERSAL
choghadiya_quality|ix_paksha_ju_dig|parivartana_any_s,neutral||SHUKLA_neutral||parivartana_any=0,38,13,0.3421,0.2121,0.04032638,3,REVERSAL
dig_Sa|hora_at_open|ix_paksha_ju_dig,friendly||Ma||KRISHNA_friendly,38,13,0.3421,0.2121,0.04032638,3,REVERSAL
tithi_quality|dig_Sa|mod_Mo,Bhadra||exalted||D,38,13,0.3421,0.2121,0.03863289,3,SIDEWAYS
dig_Ju|dig_Sa|dig_Mo,friendly||friendly||exalted,38,13,0.3421,0.2121,0.04072029,3,STRONG_BEAR
nak_mo_name|dig_Ve|parivartana_any_s,Ardra||friendly||parivartana_any=0,38,13,0.3421,0.2121,0.04032638,3,REVERSAL
yoga_quality|dig_Me|hora_at_open,inauspicious||debilitated||Ju,38,13,0.3421,0.2121,0.04032638,3,REVERSAL
moon_phase|dig_Ma|choghadiya_quality,FIRST_Q||enemy||good,38,13,0.3421,0.2121,0.03863289,3,SIDEWAYS
nak_mo_qual|mod_Mo|mahadasha,Mishra||M||Ju,49,16,0.3265,0.2121,0.03053436,3,SIDEWAYS
moon_phase|dig_Ma|hora_at_open,FIRST_Q||enemy||Ma,38,13,0.3421,0.2121,0.03863289,3,SIDEWAYS
moon_phase|dig_Sa|choghadiya_quality,GIBBOUS||enemy||best,38,13,0.3421,0.2121,0.04072029,3,STRONG_BEAR
vara_lord|dig_Ma|tara_quality,Mo||friendly||danger,38,13,0.3421,0.2121,0.04032638,3,REVERSAL
dig_Ma|nakl_dig|choghadiya_quality,friendly||debilitated||avoid,38,13,0.3421,0.2121,0.04032638,3,REVERSAL
nak_mo_qual|dig_Ve|sade_sati_phase,Ugra||friendly||rising,38,13,0.3421,0.2121,0.03863289,3,SIDEWAYS
moon_phase|dig_Me|elem_Mo,CRESCENT||friendly||E,49,16,0.3265,0.2121,0.03053436,3,SIDEWAYS
nak_mo_qual|dig_Mo|mahadasha,Mishra||neutral||Ju,49,16,0.3265,0.2121,0.03053436,3,SIDEWAYS
dig_Ju|dig_Sa|dig_Mo,friendly||friendly||exalted,38,13,0.3421,0.2121,0.04032638,3,REVERSAL
nak_mo_name|vara_dig|sade_sati_phase,Ashlesha||neutral||none,38,13,0.3421,0.2121,0.04072029,3,STRONG_BEAR
nak_mo_name|vara_dig|mahadasha,Hasta||neutral||Ra,38,13,0.3421,0.2121,0.04072029,3,STRONG_BEAR
moon_phase|dig_Ma|nakl_dig,DIS_GIBBOUS||own||friendly,38,13,0.3421,0.2121,0.04072029,3,STRONG_BEAR
ix_paksha_ju_dig|ix_paksha_nak,SHUKLA_enemy||SHUKLA_UttaraBhadrapada,49,16,0.3265,0.2121,0.03053436,2,SIDEWAYS
nak_mo_name|nakl_dig|choghadiya_quality,UttaraAshadha||friendly||avoid,38,13,0.3421,0.2121,0.04072029,3,STRONG_BEAR
vara_dig|dig_Sa|sade_sati_phase,debilitated||neutral||none,38,13,0.3421,0.2121,0.03863289,3,SIDEWAYS
vara_dig|dig_Sa|mahadasha,debilitated||neutral||Ra,38,13,0.3421,0.2121,0.03863289,3,SIDEWAYS
dig_Ju|dig_Mo|dig_Ma,own||debilitated||neutral,38,13,0.3421,0.2121,0.04032638,3,REVERSAL
dig_Ma|dig_Ve,exalted||enemy,38,13,0.3421,0.2121,0.03863289,2,SIDEWAYS
nak_mo_name|nakl_dig|nakl_spd,PurvaBhadrapada||friendly||very_fast,38,13,0.3421,0.2121,0.04072029,3,STRONG_BEAR
moon_phase|dig_Sa|mahadasha,FULL||neutral||Ju,38,13,0.3421,0.2121,0.03863289,3,SIDEWAYS
moon_phase|dig_Sa|dig_Me,GIBBOUS||neutral||friendly,38,13,0.3421,0.2121,0.03863289,3,SIDEWAYS
sade_sati_phase|ix_paksha_ju_dig,peak||SHUKLA_exalted,38,13,0.3421,0.2121,0.04072029,2,STRONG_BEAR
dig_Ma|tara_quality|neecha_bhanga_s,neutral||worst||neecha_bhanga=1,38,13,0.3421,0.2121,0.04032638,3,REVERSAL
tithi_quality|vara_dig|mahadasha,Jaya||enemy||Ju,38,13,0.3421,0.2121,0.03863289,3,SIDEWAYS
dig_Ve|elem_Mo|hora_at_open,exalted||A||Ju,38,13,0.3421,0.2121,0.04072029,3,STRONG_BEAR
paksha|vara_lord|dig_Sa,SHUKLA||Ju||debilitated,49,16,0.3265,0.2121,0.04681921,3,STRONG_BEAR
nak_mo_name|ix_paksha_ju_dig,UttaraBhadrapada||SHUKLA_enemy,49,16,0.3265,0.2121,0.03053436,2,SIDEWAYS
nak_mo_qual|dig_Mo|mahadasha,Dhruva||exalted||Ju,49,16,0.3265,0.2121,0.03053436,3,SIDEWAYS
nak_mo_qual|dig_Sa|dig_Ve,Ugra||own||friendly,38,13,0.3421,0.2121,0.03863289,3,SIDEWAYS
nak_mo_name|dig_Ve|mahadasha,Shravana||neutral||Ra,38,13,0.3421,0.2121,0.03863289,3,SIDEWAYS
dig_Ju|dig_Ma|choghadiya_quality,friendly||enemy||good,49,16,0.3265,0.2121,0.04662289,3,REVERSAL
moon_phase|dig_Ju|choghadiya_quality,DIS_GIBBOUS||debilitated||avoid,38,13,0.3421,0.2121,0.04072029,3,STRONG_BEAR
nak_mo_name|mod_Mo|mahadasha,Rohini||X||Ju,49,16,0.3265,0.2121,0.03053436,3,SIDEWAYS
nak_mo_name|elem_Mo|mahadasha,Rohini||E||Ju,49,16,0.3265,0.2121,0.03053436,3,SIDEWAYS
nak_mo_name|nak_mo_qual|mahadasha,Rohini||Dhruva||Ju,49,16,0.3265,0.2121,0.03053436,3,SIDEWAYS
dig_Sa|dig_Mo|tara_quality,debilitated||neutral||achievement,38,13,0.3421,0.2121,0.04072029,3,STRONG_BEAR
nak_mo_name|dig_Mo|mahadasha,Rohini||exalted||Ju,49,16,0.3265,0.2121,0.03053436,3,SIDEWAYS
dig_Ju|dig_Ma|hora_at_open,friendly||enemy||Ma,49,16,0.3265,0.2121,0.04662289,3,REVERSAL
dig_Ju|dig_Sa|nakl_dig,friendly||debilitated||neutral,38,13,0.3421,0.2121,0.04032638,3,REVERSAL
dig_Ju|dig_Mo|parivartana_any_s,friendly||own||parivartana_any=1,49,16,0.3265,0.2121,0.04662289,3,REVERSAL
yoga_quality|dig_Ma|dig_Me,auspicious||debilitated||exalted,49,16,0.3265,0.2121,0.04662289,3,REVERSAL
elem_Mo|tara_quality|nakl_dig,E||critical||debilitated,38,13,0.3421,0.2121,0.04072029,3,STRONG_BEAR
yoga_quality|dig_Ve|dig_Me,inauspicious||exalted||debilitated,49,16,0.3265,0.2121,0.04662289,3,REVERSAL
hora_at_open|ix_paksha_ju_dig|parivartana_any_s,Me||SHUKLA_neutral||parivartana_any=0,38,13,0.3421,0.2121,0.04032638,3,REVERSAL
nak_mo_name|mahadasha|sade_sati_phase,Punarvasu||Ju||none,38,13,0.3421,0.2121,0.03863289,3,SIDEWAYS
moon_phase|dig_Ju|nakl_dig,FULL||own||friendly,49,16,0.3265,0.2121,0.04681921,3,STRONG_BEAR
nak_mo_name|hora_at_open|neecha_bhanga_s,PurvaPhalguni||Ju||neecha_bhanga=0,38,13,0.3421,0.2121,0.04032638,3,REVERSAL
dig_Ju|dig_Sa|elem_Mo,friendly||debilitated||E,49,16,0.3265,0.2121,0.04681921,3,STRONG_BEAR
vara_lord|dig_Mo|dig_Ma,Me||friendly||debilitated,38,13,0.3421,0.2121,0.04032638,3,REVERSAL
dig_Sa|dig_Mo|tara_quality,debilitated||neutral||wealth,38,13,0.3421,0.2121,0.04072029,3,STRONG_BEAR
vara_lord|dig_Sa|neecha_bhanga_s,Ju||debilitated||neecha_bhanga=1,49,16,0.3265,0.2121,0.04662289,3,REVERSAL
tithi_quality|dig_Ju|nakl_spd,Bhadra||own||stationary,38,13,0.3421,0.2121,0.03863289,3,SIDEWAYS
tithi_quality|nak_mo_name|sade_sati_phase,Bhadra||Chitra||none,38,13,0.3421,0.2121,0.03863289,3,SIDEWAYS
yoga_quality|vara_lord|vara_dig,inauspicious||Me||debilitated,38,13,0.3421,0.2121,0.04032638,3,REVERSAL
yoga_quality|vara_lord|dig_Me,inauspicious||Me||debilitated,38,13,0.3421,0.2121,0.04032638,3,REVERSAL
yoga_quality|dig_Ju|tara_quality,auspicious||neutral||prosperity,38,13,0.3421,0.2121,0.04032638,3,REVERSAL
dig_Ju|dig_Ve|nakl_dig,friendly||own||enemy,38,13,0.3421,0.2121,0.04032638,3,REVERSAL
yoga_quality|vara_dig|dig_Me,auspicious||enemy||debilitated,38,13,0.3421,0.2121,0.04032638,3,REVERSAL
yoga_quality|vara_dig|hora_at_open,inauspicious||debilitated||Ju,38,13,0.3421,0.2121,0.04032638,3,REVERSAL
yoga_quality|vara_dig|ix_paksha_ju_dig,inauspicious||friendly||KRISHNA_own,38,13,0.3421,0.2121,0.04032638,3,REVERSAL
vara_lord|dig_Sa|ix_paksha_ju_dig,Mo||friendly||KRISHNA_friendly,38,13,0.3421,0.2121,0.04032638,3,REVERSAL
moon_phase|mahadasha|sade_sati_phase,FULL||Ju||rising,38,13,0.3421,0.2121,0.03863289,3,SIDEWAYS
dig_Sa|tara_quality|hora_at_open,friendly||best||Ju,38,13,0.3421,0.2121,0.04072029,3,STRONG_BEAR
paksha|dig_Sa|hora_at_open,SHUKLA||debilitated||Ve,49,16,0.3265,0.2121,0.04681921,3,STRONG_BEAR
karana_quality|vara_lord|sade_sati_phase,neutral||Me||peak,38,13,0.3421,0.2121,0.04072029,3,STRONG_BEAR
vara_dig|ix_paksha_ju_dig,exalted||KRISHNA_own,38,13,0.3421,0.2121,0.04032638,2,REVERSAL
dig_Me|ix_paksha_nak|parivartana_any_s,neutral||SHUKLA_Punarvasu||parivartana_any=0,38,13,0.3421,0.2121,0.04032638,3,REVERSAL
tithi_quality|vara_dig|dig_Ma,Bhadra||enemy||neutral,38,13,0.3421,0.2121,0.03863289,3,SIDEWAYS
dig_Sa|choghadiya_quality|ix_paksha_ju_dig,friendly||good||KRISHNA_friendly,38,13,0.3421,0.2121,0.04032638,3,REVERSAL
dig_Sa|dig_Mo|dig_Me,own||neutral||debilitated,38,13,0.3421,0.2121,0.04032638,3,REVERSAL
karana_quality|dig_Sa|elem_Mo,neutral||debilitated||F,38,13,0.3421,0.2121,0.04072029,3,STRONG_BEAR
dig_Ve|ix_paksha_ju_dig,enemy||SHUKLA_enemy,201,54,0.2687,0.2121,0.01516369,2,SIDEWAYS
dig_Ma|dig_Me|mahadasha,debilitated||exalted||Ra,49,16,0.3265,0.2121,0.04681921,3,STRONG_BEAR
dig_Me|ix_paksha_ju_dig|parivartana_any_s,friendly||KRISHNA_debilitated||parivartana_any=0,38,13,0.3421,0.2121,0.04032638,3,REVERSAL
vara_dig|dig_Ma|nakl_dig,exalted||friendly||exalted,38,13,0.3421,0.2121,0.04032638,3,REVERSAL
tithi_quality|dig_Me|mod_Mo,Rikta||enemy||X,38,13,0.3421,0.2121,0.03863289,3,SIDEWAYS
nak_mo_name|karana_quality|choghadiya_quality,UttaraAshadha||neutral||avoid,38,13,0.3421,0.2121,0.04072029,3,STRONG_BEAR
moon_phase|nak_mo_qual|vara_dig,NEW||Tikshna||friendly,38,13,0.3421,0.2121,0.03863289,3,SIDEWAYS
moon_phase|dig_Mo|nakl_spd,NEW||exalted||mean,38,13,0.3421,0.2121,0.04072029,3,STRONG_BEAR
paksha|dig_Ma|dig_Ve,SHUKLA||debilitated||neutral,49,16,0.3265,0.2121,0.04681921,3,STRONG_BEAR
vara_dig|mahadasha|ix_paksha_ju_dig,friendly||Ma||SHUKLA_enemy,49,16,0.3265,0.2121,0.04662289,3,REVERSAL
dig_Sa|hora_at_open|neecha_bhanga_s,debilitated||Ve||neecha_bhanga=1,49,16,0.3265,0.2121,0.04662289,3,REVERSAL
tithi_quality|tara_quality|nakl_dig,Bhadra||obstacle||friendly,38,13,0.3421,0.2121,0.04032638,3,REVERSAL
dig_Sa|dig_Me|mahadasha,neutral||debilitated||Ma,38,13,0.3421,0.2121,0.03863289,3,SIDEWAYS
vara_dig|dig_Me|choghadiya_quality,debilitated||friendly||good,38,13,0.3421,0.2121,0.04032638,3,REVERSAL
dig_Ma|dig_Ve|sade_sati_phase,neutral||neutral||peak,38,13,0.3421,0.2121,0.04072029,3,STRONG_BEAR
dig_Mo|dig_Ma|dig_Ve,friendly||neutral||exalted,38,13,0.3421,0.2121,0.04072029,3,STRONG_BEAR
moon_phase|dig_Sa|hora_at_open,GIBBOUS||enemy||Sa,38,13,0.3421,0.2121,0.04072029,3,STRONG_BEAR
karana_quality|dig_Ve|tara_quality,neutral||neutral||wealth,49,16,0.3265,0.2121,0.04681921,3,STRONG_BEAR
karana_quality|dig_Ve|dig_Me,inauspicious||friendly||friendly,49,16,0.3265,0.2121,0.04681921,3,STRONG_BEAR
moon_phase|dig_Sa|nakl_spd,GIBBOUS||enemy||retrograde,49,16,0.3265,0.2121,0.04681921,3,STRONG_BEAR
tithi_quality|dig_Ma|tara_quality,Rikta||friendly||worst,38,13,0.3421,0.2121,0.04032638,3,REVERSAL
dig_Mo|dig_Ma|hora_at_open,friendly||debilitated||Ju,38,13,0.3421,0.2121,0.04032638,3,REVERSAL
tithi_quality|mahadasha|choghadiya_quality,Nanda||Ju||neutral,49,16,0.3265,0.2121,0.03053436,3,SIDEWAYS
tithi_quality|mahadasha|hora_at_open,Nanda||Ju||Me,49,16,0.3265,0.2121,0.03053436,3,SIDEWAYS
dig_Ma|dig_Ve|tara_quality,friendly||friendly||best,49,16,0.3265,0.2121,0.04662289,3,REVERSAL
moon_phase|vara_lord|dig_Sa,GIBBOUS||Ve||enemy,38,13,0.3421,0.2121,0.04072029,3,STRONG_BEAR
dig_Ju|nakl_spd|hora_at_open,own||very_fast||Sa,49,16,0.3265,0.2121,0.04681921,3,STRONG_BEAR
tithi_quality|dig_Me|tara_quality,Bhadra||friendly||obstacle,38,13,0.3421,0.2121,0.04032638,3,REVERSAL
dig_Sa|dig_Ma|dig_Ve,neutral||exalted||enemy,38,13,0.3421,0.2121,0.03863289,3,SIDEWAYS
moon_phase|vara_lord|dig_Ma,FIRST_Q||Mo||enemy,38,13,0.3421,0.2121,0.03863289,3,SIDEWAYS
dig_Ma|elem_Mo|tara_quality,debilitated||E||critical,38,13,0.3421,0.2121,0.04072029,3,STRONG_BEAR
