features,condition,n,k_pos,win_rate,wilson_lower,p_value,complexity,outcome
tithi_quality|nak_mo_name|choghadiya_quality,Bhadra||Bharani||good,11,5,0.4545,0.2127,0.04881296,3,SIDEWAYS
tithi_quality|nak_mo_name|choghadiya_quality,Jaya||Anuradha||neutral,11,5,0.4545,0.2127,0.04881296,3,SIDEWAYS
nak_mo_name|vara_dig|dig_Ve,PurvaBhadrapada||neutral||own,11,5,0.4545,0.2127,0.04881296,3,SIDEWAYS
tithi_quality|nak_mo_name|choghadiya_quality,Jaya||UttaraPhalguni||best,11,5,0.4545,0.2127,0.04881296,3,SIDEWAYS
nak_mo_qual|vara_dig|nakl_spd,Ugra||debilitated||very_fast,11,5,0.4545,0.2127,0.04881296,3,SIDEWAYS
nak_mo_name|mahadasha|hora_at_open,PurvaPhalguni||Ju||Ve,11,5,0.4545,0.2127,0.04881296,3,SIDEWAYS
nak_mo_name|mahadasha|nakl_spd,Hasta||Ju||very_fast,11,5,0.4545,0.2127,0.04881296,3,SIDEWAYS
nak_mo_qual|dig_Sa|hora_at_open,Mridu||moolatrikona||Sa,11,5,0.4545,0.2127,0.04881296,3,SIDEWAYS
nak_mo_name|nak_mo_qual|vara_dig,Shravana||Chara||exalted,11,5,0.4545,0.2127,0.04881296,3,SIDEWAYS
nak_mo_name|dig_Ju|dig_Sa,PurvaPhalguni||own||own,11,5,0.4545,0.2127,0.04881296,3,SIDEWAYS
nak_mo_name|dig_Ma|mahadasha,UttaraBhadrapada||neutral||Ju,11,5,0.4545,0.2127,0.04881296,3,SIDEWAYS
nak_mo_name|dig_Ma|mahadasha,PurvaAshadha||enemy||Ju,11,5,0.4545,0.2127,0.04881296,3,SIDEWAYS
nak_mo_name|dig_Ma|mahadasha,Chitra||enemy||Ju,11,5,0.4545,0.2127,0.04881296,3,SIDEWAYS
nak_mo_name|dig_Ma|mod_Mo,Chitra||debilitated||D,11,5,0.4545,0.2127,0.04881296,3,SIDEWAYS
nak_mo_name|dig_Ma|elem_Mo,Chitra||debilitated||E,11,5,0.4545,0.2127,0.04881296,3,SIDEWAYS
nak_mo_name|dig_Ma|dig_Ve,Mrigashira||own||neutral,11,5,0.4545,0.2127,0.04881296,3,SIDEWAYS
nak_mo_name|dig_Ju|dig_Ma,Jyeshtha||enemy||exalted,11,5,0.4545,0.2127,0.04881296,3,SIDEWAYS
moon_phase|nakl_spd|choghadiya_quality,GIBBOUS||very_slow||neutral,11,5,0.4545,0.2127,0.04881296,3,SIDEWAYS
nak_mo_name|dig_Mo|dig_Ma,Chitra||friendly||debilitated,11,5,0.4545,0.2127,0.04881296,3,SIDEWAYS
moon_phase|nakl_spd|hora_at_open,GIBBOUS||very_slow||Me,11,5,0.4545,0.2127,0.04881296,3,SIDEWAYS
nak_mo_name|dig_Sa|hora_at_open,Magha||neutral||Ve,11,5,0.4545,0.2127,0.04881296,3,SIDEWAYS
nak_mo_name|dig_Ma|nakl_spd,UttaraPhalguni||moolatrikona||mean,11,5,0.4545,0.2127,0.04881296,3,SIDEWAYS
nak_mo_name|dig_Sa|hora_at_open,Bharani||neutral||Ve,11,5,0.4545,0.2127,0.04881296,3,SIDEWAYS
nak_mo_name|dig_Ju|sade_sati_phase,UttaraBhadrapada||enemy||rising,11,5,0.4545,0.2127,0.04881296,3,SIDEWAYS
nak_mo_name|dig_Sa|hora_at_open,Bharani||neutral||Ma,11,5,0.4545,0.2127,0.04881296,3,SIDEWAYS
nak_mo_name|dig_Ju|nakl_spd,PurvaPhalguni||friendly||slow,11,5,0.4545,0.2127,0.04881296,3,SIDEWAYS
nak_mo_name|dig_Sa|choghadiya_quality,Bharani||neutral||good,11,5,0.4545,0.2127,0.04881296,3,SIDEWAYS
nak_mo_name|dig_Sa|nakl_spd,Pushya||neutral||retrograde,11,5,0.4545,0.2127,0.04881296,3,SIDEWAYS
nak_mo_name|vara_lord|dig_Sa,Bharani||Ju||neutral,11,5,0.4545,0.2127,0.04881296,3,SIDEWAYS
nak_mo_name|nak_mo_qual|nakl_spd,Punarvasu||Chara||mean,11,5,0.4545,0.2127,0.04881296,3,SIDEWAYS
nak_mo_name|dig_Sa|dig_Me,Dhanishtha||own||neutral,11,5,0.4545,0.2127,0.04881296,3,SIDEWAYS
nak_mo_name|dig_Sa|dig_Ma,Bharani||neutral||neutral,11,5,0.4545,0.2127,0.04881296,3,SIDEWAYS
nak_mo_name|dig_Sa|dig_Ve,UttaraAshadha||neutral||neutral,11,5,0.4545,0.2127,0.04881296,3,SIDEWAYS
dig_Ma|ix_paksha_ju_dig,exact_exalt||SHUKLA_enemy,11,5,0.4545,0.2127,0.04881296,2,SIDEWAYS
nak_mo_name|dig_Ve|dig_Me,Ardra||enemy||enemy,11,5,0.4545,0.2127,0.04881296,3,SIDEWAYS
yoga_quality|dig_Sa|dig_Mo,inauspicious||friendly||neutral,297,77,0.2593,0.2127,0.01451476,3,REVERSAL
moon_phase|dig_Me|sade_sati_phase,GIBBOUS||debilitated||rising,11,5,0.4545,0.2127,0.04881296,3,SIDEWAYS
tithi_quality|nak_mo_qual|elem_Mo,Bhadra||Chara||W,11,5,0.4545,0.2127,0.04881296,3,SIDEWAYS
nak_mo_name|vara_dig|elem_Mo,Shravana||exalted||E,11,5,0.4545,0.2127,0.04881296,3,SIDEWAYS
tithi_quality|dig_Sa|dig_Ma,Purna||neutral||moolatrikona,11,5,0.4545,0.2127,0.04881296,3,SIDEWAYS
nak_mo_name|vara_dig|mod_Mo,Shravana||exalted||M,11,5,0.4545,0.2127,0.04881296,3,SIDEWAYS
nak_mo_name|vara_dig|mahadasha,UttaraPhalguni||enemy||Ju,11,5,0.4545,0.2127,0.04881296,3,SIDEWAYS
nak_mo_name|vara_dig|sade_sati_phase,Chitra||debilitated||none,11,5,0.4545,0.2127,0.04881296,3,SIDEWAYS
nak_mo_name|vara_dig|sade_sati_phase,PurvaPhalguni||friendly||rising,11,5,0.4545,0.2127,0.04881296,3,SIDEWAYS
ix_paksha_ju_dig|ix_paksha_nak|chandra_mangala_s,KRISHNA_enemy||KRISHNA_Ashlesha||chandra_mangala=1,11,5,0.4545,0.2127,0.0009593,3,HIGH_VOL
nak_mo_name|dig_Me|nakl_spd,UttaraAshadha||debilitated||mean,11,5,0.4545,0.2127,0.04881296,3,SIDEWAYS
nak_mo_name|dig_Me|nakl_spd,PurvaAshadha||neutral||very_slow,11,5,0.4545,0.2127,0.04881296,3,SIDEWAYS
moon_phase|dig_Me|sade_sati_phase,FULL||own||rising,11,5,0.4545,0.2127,0.04881296,3,SIDEWAYS
dig_Ju|ix_paksha_nak|chandra_mangala_s,enemy||KRISHNA_Ashlesha||chandra_mangala=1,11,5,0.4545,0.2127,0.0009593,3,HIGH_VOL
moon_phase|elem_Mo|nakl_spd,CRESCENT||F||very_slow,11,5,0.4545,0.2127,0.04881296,3,SIDEWAYS
nak_mo_name|dig_Ve|hora_at_open,Shravana||enemy||Me,11,5,0.4545,0.2127,0.04881296,3,SIDEWAYS
nak_mo_name|dig_Ve|hora_at_open,Punarvasu||friendly||Ve,11,5,0.4545,0.2127,0.04881296,3,SIDEWAYS
nak_mo_name|dig_Ve|choghadiya_quality,Shravana||enemy||neutral,11,5,0.4545,0.2127,0.04881296,3,SIDEWAYS
nak_mo_name|dig_Ve|nakl_spd,PurvaBhadrapada||neutral||retrograde,11,5,0.4545,0.2127,0.04881296,3,SIDEWAYS
nak_mo_name|vara_lord|dig_Sa,Magha||Ju||neutral,11,5,0.4545,0.2127,0.04881296,3,SIDEWAYS
nak_mo_name|dig_Ve|mahadasha,Jyeshtha||friendly||Ju,11,5,0.4545,0.2127,0.04881296,3,SIDEWAYS
nak_mo_name|vara_lord|dig_Sa,Bharani||Mo||neutral,11,5,0.4545,0.2127,0.04881296,3,SIDEWAYS
tithi_quality|vara_dig|dig_Me,Jaya||own||debilitated,11,5,0.4545,0.2127,0.04881296,3,SIDEWAYS
nak_mo_name|dig_Ve|dig_Me,UttaraPhalguni||own||neutral,11,5,0.4545,0.2127,0.04881296,3,SIDEWAYS
nak_mo_name|dig_Ve|dig_Me,Pushya||enemy||enemy,11,5,0.4545,0.2127,0.04881296,3,SIDEWAYS
nak_mo_name|dig_Ve|dig_Me,Jyeshtha||friendly||friendly,11,5,0.4545,0.2127,0.04881296,3,SIDEWAYS
dig_Ma|elem_Mo,exact_debil||F,11,5,0.4545,0.2127,0.04881296,2,SIDEWAYS
nak_mo_name|dig_Sa|dig_Ma,Vishakha||own||neutral,11,5,0.4545,0.2127,0.04881296,3,SIDEWAYS
vara_lord|dig_Sa|dig_Me,Ve||own||enemy,11,5,0.4545,0.2127,0.04881296,3,SIDEWAYS
paksha|nak_mo_name|dig_Sa,SHUKLA||Jyeshtha||moolatrikona,11,5,0.4545,0.2127,0.04881296,3,SIDEWAYS
nak_mo_name|vara_dig|dig_Mo,Shravana||exalted||neutral,11,5,0.4545,0.2127,0.04881296,3,SIDEWAYS
nak_mo_qual|dig_Me|sade_sati_phase,Dhruva||enemy||rising,11,5,0.4545,0.2127,0.04881296,3,SIDEWAYS
moon_phase|vara_lord|nakl_spd,GIBBOUS||Ma||very_slow,11,5,0.4545,0.2127,0.04881296,3,SIDEWAYS
tithi_quality|dig_Ju|dig_Sa,Rikta||enemy||moolatrikona,11,5,0.4545,0.2127,0.04881296,3,SIDEWAYS
moon_phase|dig_Ju|dig_Ve,FIRST_Q||exalted||own,11,5,0.4545,0.2127,0.04881296,3,SIDEWAYS
moon_phase|dig_Sa|dig_Ma,NEW||moolatrikona||friendly,11,5,0.4545,0.2127,0.04881296,3,SIDEWAYS
tithi_quality|nak_mo_name|vara_lord,Rikta||PurvaPhalguni||Mo,11,5,0.4545,0.2127,0.04881296,3,SIDEWAYS
tithi_quality|nak_mo_name|vara_lord,Nanda||PurvaPhalguni||Mo,11,5,0.4545,0.2127,0.04881296,3,SIDEWAYS
nak_mo_name|vara_dig|dig_Ju,Krittika||friendly||enemy,11,5,0.4545,0.2127,0.0009593,3,HIGH_VOL
moon_phase|vara_dig|dig_Mo,GIBBOUS||enemy||own,11,5,0.4545,0.2127,0.04881296,3,SIDEWAYS
tithi_quality|nak_mo_name|vara_lord,Nanda||PurvaBhadrapada||Ve,11,5,0.4545,0.2127,0.04881296,3,SIDEWAYS
tithi_quality|nak_mo_name|vara_lord,Jaya||UttaraPhalguni||Ve,11,5,0.4545,0.2127,0.04881296,3,SIDEWAYS
tithi_quality|nak_mo_name|vara_lord,Jaya||Anuradha||Ma,11,5,0.4545,0.2127,0.04881296,3,SIDEWAYS
vara_lord|dig_Ve|dig_Me,Mo||debilitated||neutral,11,5,0.4545,0.2127,0.04881296,3,SIDEWAYS
tithi_quality|dig_Ma|dig_Me,Rikta||exalted||enemy,11,5,0.4545,0.2127,0.04881296,3,SIDEWAYS
tithi_quality|nak_mo_name|vara_lord,Bhadra||Bharani||Mo,11,5,0.4545,0.2127,0.04881296,3,SIDEWAYS
moon_phase|dig_Sa|dig_Mo,NEW||own||own,11,5,0.4545,0.2127,0.04881296,3,SIDEWAYS
vara_lord|dig_Ma|dig_Me,Mo||own||enemy,11,5,0.4545,0.2127,0.04881296,3,SIDEWAYS
vara_dig|dig_Ma|nakl_spd,debilitated||neutral||stationary,11,5,0.4545,0.2127,0.0009593,3,HIGH_VOL
tithi_quality|moon_phase|dig_Sa,Rikta||BALSAMIC||moolatrikona,11,5,0.4545,0.2127,0.04881296,3,SIDEWAYS
moon_phase|dig_Sa|dig_Mo,NEW||neutral||debilitated,11,5,0.4545,0.2127,0.04881296,3,SIDEWAYS
moon_phase|vara_dig|sade_sati_phase,DIS_GIBBOUS||exalted||setting,11,5,0.4545,0.2127,0.04881296,3,SIDEWAYS
moon_phase|vara_dig|sade_sati_phase,NEW||enemy||rising,11,5,0.4545,0.2127,0.04881296,3,SIDEWAYS
dig_Ma|dig_Me,exalted||own,11,5,0.4545,0.2127,0.04881296,2,SIDEWAYS
moon_phase|dig_Sa|dig_Mo,BALSAMIC||moolatrikona||friendly,11,5,0.4545,0.2127,0.04881296,3,SIDEWAYS
dig_Ju|chandra_mangala_s|gand_Mo_s,exact_exalt||chandra_mangala=0||gand_Mo=0,11,5,0.4545,0.2127,0.0009593,3,HIGH_VOL
nak_mo_name|vara_lord|mahadasha,PurvaPhalguni||Ju||Ju,11,5,0.4545,0.2127,0.04881296,3,SIDEWAYS
vara_lord|dig_Ju|nakl_spd,Mo||moolatrikona||very_fast,11,5,0.4545,0.2127,0.04881296,3,SIDEWAYS
nak_mo_name|vara_dig|dig_Sa,Krittika||exalted||enemy,11,5,0.4545,0.2127,0.04881296,3,SIDEWAYS
moon_phase|dig_Sa|dig_Me,BALSAMIC||own||enemy,11,5,0.4545,0.2127,0.04881296,3,SIDEWAYS
nak_mo_name|vara_dig|dig_Sa,Bharani||neutral||exalted,11,5,0.4545,0.2127,0.04881296,3,SIDEWAYS
nak_mo_name|vara_lord|dig_Ve,Shravana||Ma||enemy,11,5,0.4545,0.2127,0.04881296,3,SIDEWAYS
tithi_quality|nak_mo_name|vara_dig,Purna||Anuradha||friendly,11,5,0.4545,0.2127,0.04881296,3,SIDEWAYS
nak_mo_name|nakl_spd,Punarvasu||mean,11,5,0.4545,0.2127,0.04881296,2,SIDEWAYS
tithi_quality|nak_mo_name|dig_Sa,Rikta||Ashwini||neutral,11,5,0.4545,0.2127,0.04881296,3,SIDEWAYS
tithi_quality|moon_phase|nak_mo_name,Rikta||LAST_Q||PurvaBhadrapada,11,5,0.4545,0.2127,0.04881296,3,SIDEWAYS
tithi_quality|nak_mo_name|dig_Mo,Bhadra||Punarvasu||own,11,5,0.4545,0.2127,0.04881296,3,SIDEWAYS
dig_Ma|dig_Me|hora_at_open,own||enemy||Ma,11,5,0.4545,0.2127,0.04881296,3,SIDEWAYS
nak_mo_qual|dig_Ma|dig_Me,Ugra||own||exalted,11,5,0.4545,0.2127,0.04881296,3,SIDEWAYS
vara_dig|dig_Ju|mahadasha,debilitated||debilitated||Ju,11,5,0.4545,0.2127,0.04881296,3,SIDEWAYS
tithi_quality|nak_mo_name|dig_Ju,Nanda||Revati||friendly,11,5,0.4545,0.2127,0.04881296,3,SIDEWAYS
tithi_quality|moon_phase|nak_mo_name,Bhadra||CRESCENT||Ashwini,11,5,0.4545,0.2127,0.04881296,3,SIDEWAYS
nak_mo_name|vara_dig|dig_Ma,Rohini||enemy||friendly,11,5,0.4545,0.2127,0.04881296,3,SIDEWAYS
tithi_quality|nak_mo_name|dig_Sa,Bhadra||UttaraPhalguni||neutral,11,5,0.4545,0.2127,0.04881296,3,SIDEWAYS
tithi_quality|moon_phase|nak_mo_qual,Rikta||DIS_GIBBOUS||Ugra,11,5,0.4545,0.2127,0.04881296,3,SIDEWAYS
tithi_quality|nak_mo_name|dig_Ma,Nanda||Shravana||enemy,11,5,0.4545,0.2127,0.04881296,3,SIDEWAYS
vara_dig|dig_Ju|dig_Ve,exalted||friendly||friendly,11,5,0.4545,0.2127,0.04881296,3,SIDEWAYS
tithi_quality|nak_mo_name|dig_Ma,Rikta||Anuradha||enemy,11,5,0.4545,0.2127,0.04881296,3,SIDEWAYS
nak_mo_name|vara_dig|dig_Ve,Chitra||neutral||own,11,5,0.4545,0.2127,0.04881296,3,SIDEWAYS
tithi_quality|nak_mo_name|vara_dig,Purna||Shravana||friendly,11,5,0.4545,0.2127,0.04881296,3,SIDEWAYS
vara_dig|dig_Me,neutral||exact_exalt,11,5,0.4545,0.2127,0.04881296,2,SIDEWAYS
vara_dig|dig_Ju|dig_Ma,neutral||moolatrikona||enemy,11,5,0.4545,0.2127,0.04881296,3,SIDEWAYS
dig_Ma|gand_any_s,friendly||gand_any=1,678,165,0.2434,0.2126,0.00284678,2,SIDEWAYS
vara_lord|sade_sati_phase|nakl_spd,Me||none||retrograde,184,50,0.2717,0.2126,0.01976228,3,STRONG_BEAR
nakl_dig|choghadiya_quality,debilitated||avoid,184,50,0.2717,0.2126,0.01952552,2,REVERSAL
dig_Mo|dig_Ve|tara_quality,neutral||friendly||critical,91,27,0.2967,0.2126,0.02543261,3,REVERSAL
vara_dig|dig_Ma|nakl_dig,friendly||neutral||friendly,139,39,0.2806,0.2126,0.02424703,3,REVERSAL
vara_dig|dig_Ju|parivartana_any_s,neutral||debilitated||parivartana_any=1,91,27,0.2967,0.2126,0.02543261,3,REVERSAL
dig_Ju|dig_Mo|dig_Ve,friendly||friendly||neutral,91,27,0.2967,0.2126,0.02543261,3,REVERSAL
vara_dig|dig_Me|tara_quality,neutral||neutral||best,139,39,0.2806,0.2126,0.02447872,3,STRONG_BEAR
dig_Ju|dig_Me|nakl_spd,own||friendly||mean,91,27,0.2967,0.2126,0.03420193,3,STRONG_BEAR
vara_lord|mod_Mo|mahadasha,Ju||D||Ju,91,27,0.2967,0.2126,0.02385924,3,SIDEWAYS
tithi_quality|dig_Ju|hora_at_open,Bhadra||enemy||Ma,91,27,0.2967,0.2126,0.02385924,3,SIDEWAYS
tithi_quality|vara_lord|dig_Ju,Bhadra||Mo||enemy,91,27,0.2967,0.2126,0.02385924,3,SIDEWAYS
dig_Me|elem_Mo|mahadasha,neutral||F||Ju,139,39,0.2806,0.2126,0.01790122,3,SIDEWAYS
nak_mo_qual|vara_dig|sade_sati_phase,Tikshna||enemy||none,139,39,0.2806,0.2126,0.01790122,3,SIDEWAYS
tithi_quality|dig_Ju|choghadiya_quality,Bhadra||enemy||good,91,27,0.2967,0.2126,0.02385924,3,SIDEWAYS
mod_Mo|mahadasha|hora_at_open,D||Ju||Ve,91,27,0.2967,0.2126,0.02385924,3,SIDEWAYS
moon_phase|karana_quality|nakl_spd,FIRST_Q||auspicious||very_fast,139,39,0.2806,0.2126,0.02447872,3,STRONG_BEAR
dig_Ju|nakl_dig|choghadiya_quality,friendly||friendly||avoid,276,72,0.2609,0.2126,0.01413962,3,REVERSAL
sade_sati_phase|nakl_spd|hora_at_open,none||retrograde||Ju,184,50,0.2717,0.2126,0.01976228,3,STRONG_BEAR
dig_Sa|dig_Mo,own||friendly,209,56,0.2679,0.2125,0.0135422,2,SIDEWAYS
dig_Ve|neecha_bhanga_s,debilitated||neecha_bhanga=1,234,62,0.265,0.2125,0.01628567,2,STRONG_BEAR
paksha|dig_Sa|dig_Mo,SHUKLA||moolatrikona||neutral,95,28,0.2947,0.2125,0.02667587,3,SIDEWAYS
dig_Ve|dig_Me|hora_at_open,exalted||neutral||Ve,95,28,0.2947,0.2125,0.02815384,3,STRONG_BEAR
elem_Mo|tara_quality|nakl_dig,A||danger||own,95,28,0.2947,0.2125,0.02815384,3,STRONG_BEAR
dig_Ju|mahadasha|neecha_bhanga_s,own||Ma||neecha_bhanga=1,95,28,0.2947,0.2125,0.02783405,3,REVERSAL
gajakesari_s|gand_any_s,gajakesari=1||gand_any=0,1609,374,0.2324,0.2125,0.0005802,2,STRONG_BEAR
vara_lord|dig_Ve|dig_Me,Ju||exalted||neutral,95,28,0.2947,0.2125,0.02815384,3,STRONG_BEAR
dig_Sa|dig_Mo|sade_sati_phase,own||friendly||none,209,56,0.2679,0.2125,0.0135422,3,SIDEWAYS
paksha|nakl_spd|hora_at_open,SHUKLA||very_fast||Ve,135,38,0.2815,0.2125,0.02152435,3,SIDEWAYS
paksha|vara_lord|nakl_spd,SHUKLA||Ju||very_fast,135,38,0.2815,0.2125,0.02152435,3,SIDEWAYS
dig_Mo|dig_Me|parivartana_any_s,neutral||own||parivartana_any=0,234,62,0.265,0.2125,0.01604604,3,REVERSAL
dig_Ju|elem_Mo|tara_quality,own||A||danger,95,28,0.2947,0.2125,0.02815384,3,STRONG_BEAR
tithi_quality|dig_Ju|mod_Mo,Bhadra||enemy||D,180,49,0.2722,0.2125,0.01757391,3,SIDEWAYS
tithi_quality|dig_Ju|neecha_bhanga_s,Bhadra||friendly||neecha_bhanga=1,95,28,0.2947,0.2125,0.02783405,3,REVERSAL
tara_quality|choghadiya_quality|neecha_bhanga_s,wealth||neutral||neecha_bhanga=0,135,38,0.2815,0.2125,0.02256968,3,REVERSAL
paksha|vara_lord|elem_Mo,SHUKLA||Ve||F,180,49,0.2722,0.2125,0.01757391,3,SIDEWAYS
elem_Mo|mahadasha|nakl_spd,E||Ra||fast,95,28,0.2947,0.2125,0.02815384,3,STRONG_BEAR
vara_lord|tara_quality|neecha_bhanga_s,Ma||wealth||neecha_bhanga=0,135,38,0.2815,0.2125,0.02256968,3,REVERSAL
paksha|karana_quality|dig_Ve,SHUKLA||auspicious||exalted,209,56,0.2679,0.2125,0.01806582,3,STRONG_BEAR
tara_quality|hora_at_open|neecha_bhanga_s,wealth||Me||neecha_bhanga=0,135,38,0.2815,0.2125,0.02256968,3,REVERSAL
tithi_quality|mahadasha,Bhadra||Ma,357,91,0.2549,0.2125,0.01209867,2,REVERSAL
paksha|elem_Mo|choghadiya_quality,SHUKLA||F||best,180,49,0.2722,0.2125,0.01757391,3,SIDEWAYS
dig_Mo|dig_Ve|elem_Mo,neutral||exalted||A,135,38,0.2815,0.2125,0.02288383,3,STRONG_BEAR
nak_mo_qual|vara_dig|dig_Me,Mridu||friendly||friendly,95,28,0.2947,0.2125,0.02667587,3,SIDEWAYS
tithi_quality|vara_dig|sade_sati_phase,Rikta||debilitated||none,95,28,0.2947,0.2125,0.02667587,3,SIDEWAYS
dig_Ma|elem_Mo|nakl_dig,friendly||A||friendly,209,56,0.2679,0.2125,0.01806582,3,STRONG_BEAR
paksha|elem_Mo|hora_at_open,SHUKLA||F||Sa,180,49,0.2722,0.2125,0.01757391,3,SIDEWAYS
vara_lord|dig_Ma|elem_Mo,Me||friendly||F,95,28,0.2947,0.2125,0.02815384,3,STRONG_BEAR
tithi_quality|dig_Ju,Bhadra||friendly,374,95,0.254,0.2125,0.01171217,2,REVERSAL
dig_Ma|elem_Mo|hora_at_open,friendly||F||Ju,95,28,0.2947,0.2125,0.02815384,3,STRONG_BEAR
tithi_quality|yoga_quality|dig_Me,Jaya||inauspicious||neutral,209,56,0.2679,0.2125,0.01782611,3,REVERSAL
dig_Ve|mahadasha,exalted||Ra,417,105,0.2518,0.2125,0.00648404,2,SIDEWAYS
paksha|dig_Mo|dig_Me,SHUKLA||friendly||enemy,99,29,0.2929,0.2124,0.02206146,3,SIDEWAYS
tithi_quality|dig_Ju|mahadasha,Nanda||enemy||Ju,99,29,0.2929,0.2124,0.02206146,3,SIDEWAYS
dig_Ju|dig_Ma|dig_Ve,friendly||neutral||neutral,131,37,0.2824,0.2124,0.02724856,3,STRONG_BEAR
paksha|dig_Ma|dig_Ve,KRISHNA||neutral||neutral,230,61,0.2652,0.2124,0.01905674,3,STRONG_BEAR
moon_phase|dig_Me|mahadasha,CRESCENT||neutral||Ma,99,29,0.2929,0.2124,0.0310293,3,STRONG_BEAR
dig_Ma|elem_Mo|nakl_spd,friendly||F||retrograde,99,29,0.2929,0.2124,0.0310293,3,STRONG_BEAR
vara_dig|dig_Ma|nakl_spd,neutral||friendly||retrograde,99,29,0.2929,0.2124,0.0310293,3,STRONG_BEAR
neecha_bhanga_s|retro_Ma_s,neecha_bhanga=1||retro_Ma=0,1650,383,0.2321,0.2124,0.00043471,2,REVERSAL
sade_sati_phase|nakl_spd|hora_at_open,none||very_fast||Ju,230,61,0.2652,0.2124,0.01905674,3,STRONG_BEAR
vara_lord|sade_sati_phase|nakl_spd,Me||none||very_fast,230,61,0.2652,0.2124,0.01905674,3,STRONG_BEAR
vara_dig|dig_Ve|neecha_bhanga_s,friendly||neutral||neecha_bhanga=0,230,61,0.2652,0.2124,0.01892331,3,REVERSAL
dig_Sa|dig_Mo|dig_Me,friendly||neutral||neutral,370,94,0.2541,0.2124,0.01147594,3,STRONG_BEAR
dig_Ve|elem_Mo|sade_sati_phase,friendly||F||none,289,75,0.2595,0.2124,0.01035873,3,SIDEWAYS
dig_Sa|mod_Mo|nakl_spd,neutral||D||very_fast,131,37,0.2824,0.2124,0.01978959,3,SIDEWAYS
nak_mo_name|dig_Sa|sade_sati_phase,Vishakha||enemy||none,64,20,0.3125,0.2123,0.0400635,3,STRONG_BEAR
paksha|tara_quality|mahadasha,SHUKLA||wealth||Ma,103,30,0.2913,0.2123,0.02599522,3,STRONG_BEAR
tithi_quality|vara_dig|dig_Mo,Bhadra||enemy||friendly,64,20,0.3125,0.2123,0.02712536,3,SIDEWAYS
moon_phase|nak_mo_qual|mod_Mo,CRESCENT||Dhruva||D,64,20,0.3125,0.2123,0.02712536,3,SIDEWAYS
karana_quality|mahadasha|nakl_dig,inauspicious||Ma||friendly,103,30,0.2913,0.2123,0.02599522,3,STRONG_BEAR
vara_dig|dig_Mo|elem_Mo,own||neutral||W,64,20,0.3125,0.2123,0.0400635,3,STRONG_BEAR
dig_Ve|nakl_dig,enemy||debilitated,64,20,0.3125,0.2123,0.0400635,2,STRONG_BEAR
karana_quality|dig_Ju|dig_Ve,auspicious||friendly||debilitated,64,20,0.3125,0.2123,0.0400635,3,STRONG_BEAR
dig_Sa|nakl_dig|parivartana_any_s,enemy||neutral||parivartana_any=0,176,48,0.2727,0.2123,0.02186082,3,REVERSAL
nakl_spd|ix_paksha_ju_dig,retrograde||KRISHNA_own,123,35,0.2846,0.2123,0.02355428,2,STRONG_BEAR
vara_dig|ix_paksha_ju_dig|neecha_bhanga_s,friendly||KRISHNA_debilitated||neecha_bhanga=1,64,20,0.3125,0.2123,0.03985647,3,REVERSAL
moon_phase|nak_mo_qual|dig_Ju,NEW||Chara||enemy,64,20,0.3125,0.2123,0.02712536,3,SIDEWAYS
tithi_quality|dig_Sa|choghadiya_quality,Rikta||neutral||good,64,20,0.3125,0.2123,0.02712536,3,SIDEWAYS
tara_quality|mahadasha|parivartana_any_s,worst||Ma||parivartana_any=1,103,30,0.2913,0.2123,0.0256338,3,REVERSAL
yoga_quality|mahadasha|ix_paksha_ju_dig,inauspicious||Ra||KRISHNA_own,103,30,0.2913,0.2123,0.0256338,3,REVERSAL
karana_quality|dig_Ju|tara_quality,auspicious||own||good,64,20,0.3125,0.2123,0.0400635,3,STRONG_BEAR
moon_phase|dig_Ve|nakl_spd,FULL||neutral||very_fast,64,20,0.3125,0.2123,0.0400635,3,STRONG_BEAR
nak_mo_name|dig_Sa|tara_quality,Vishakha||enemy||danger,64,20,0.3125,0.2123,0.0400635,3,STRONG_BEAR
elem_Mo|mahadasha|nakl_spd,E||Ma||very_fast,127,36,0.2835,0.2123,0.02521956,3,STRONG_BEAR
dig_Me|ix_paksha_ju_dig,friendly||SHUKLA_debilitated,64,20,0.3125,0.2123,0.0400635,2,STRONG_BEAR
tithi_quality|yoga_quality|neecha_bhanga_s,Jaya||inauspicious||neecha_bhanga=1,123,35,0.2846,0.2123,0.02319838,3,REVERSAL
nak_mo_name|dig_Sa|mahadasha,Vishakha||enemy||Ra,64,20,0.3125,0.2123,0.0400635,3,STRONG_BEAR
paksha|dig_Ju|nakl_spd,KRISHNA||own||retrograde,123,35,0.2846,0.2123,0.02355428,3,STRONG_BEAR
moon_phase|dig_Sa|sade_sati_phase,GIBBOUS||enemy||none,205,55,0.2683,0.2123,0.0212907,3,STRONG_BEAR
paksha|dig_Sa|elem_Mo,SHUKLA||moolatrikona||W,64,20,0.3125,0.2123,0.02712536,3,SIDEWAYS
dig_Ju|gand_any_s,own||gand_any=0,780,188,0.241,0.2123,0.00394198,2,REVERSAL
dig_Ju|choghadiya_quality,enemy||good,517,128,0.2476,0.2123,0.00502315,2,SIDEWAYS
paksha|dig_Ju|dig_Me,SHUKLA||debilitated||friendly,64,20,0.3125,0.2123,0.0400635,3,STRONG_BEAR
dig_Ma|elem_Mo|tara_quality,own||E||critical,64,20,0.3125,0.2123,0.0400635,3,STRONG_BEAR
