features,condition,outcome,n,k_pos,win_rate,wilson_lower,p_value,complexity,base_rate,outcome_label
asp3_Sa_Ke_s|asp5_Ra_Sa_s|asp9_Ra_Ve_s|deg_trine_Ve_Ma_s|asp3_Sa_Ve_s|asp5_Ke_lord|gand_Sa_s|asp_Ve_natal_mo_s|asp7_Mo_Ra_s|asp7_Ra_Mo_s|asp3_Sa_Ju_s|deg_sq_Ju_Su_s|asp10_Sa_Me_s|deg_sq_Sa_Ma_s|asp_Ju_natal_mo_s|asp5_Ra_sign|asp5_Ra_lord|asp7_Ra_sign|asp9_Ra_sign|asp5_Ke_sign|asp7_Ke_sign|asp9_Ke_sign|deg_opp_Ra_Ju_s|elem_Ve|deg_trine_Ju_Ma_s|asp4_Ma_Su_s|asp7_Su_Ra_s|asp7_Ra_Su_s|asp5_Ra_Su_s|kshu_Su_s|asp4_Ma_Ve_s,asp3_Sa_Ke=0||asp5_Ra_Sa=0||asp9_Ra_Ve=0||deg_trine_Ve_Ma=1||asp3_Sa_Ve=0||Sa||gand_Sa=0||asp_Ve_natal_mo=0||asp7_Mo_Ra=0||asp7_Ra_Mo=0||asp3_Sa_Ju=1||deg_sq_Ju_Su=0||asp10_Sa_Me=0||deg_sq_Sa_Ma=0||asp_Ju_natal_mo=0||4||Mo||6||8||10||12||2||deg_opp_Ra_Ju=0||W||deg_trine_Ju_Ma=0||asp4_Ma_Su=0||asp7_Su_Ra=0||asp7_Ra_Su=0||asp5_Ra_Su=0||kshu_Su=0||asp4_Ma_Ve=0,is_bull,25,17,0.68,0.4841,0.2297059,31,0.5511,BULL_DIR
asp3_Sa_Ke_s|asp5_Ra_Sa_s|asp9_Ra_Ve_s|deg_trine_Ve_Ma_s|asp3_Sa_Ve_s|asp5_Ke_lord|gand_Sa_s|asp_Ve_natal_mo_s|asp7_Mo_Ra_s|asp7_Ra_Mo_s|asp3_Sa_Ju_s|deg_sq_Ju_Su_s|asp10_Sa_Me_s|deg_sq_Sa_Ma_s|asp_Ju_natal_mo_s|asp5_Ra_sign|asp5_Ra_lord|asp7_Ra_sign|asp9_Ra_sign|asp5_Ke_sign|asp7_Ke_sign|asp9_Ke_sign|deg_opp_Ra_Ju_s|elem_Ve|deg_trine_Ju_Ma_s|asp4_Ma_Su_s|asp7_Su_Ra_s|asp7_Ra_Su_s|asp5_Ra_Su_s|kshu_Su_s|asp4_Ma_Ve_s,asp3_Sa_Ke=0||asp5_Ra_Sa=0||asp9_Ra_Ve=0||deg_trine_Ve_Ma=1||asp3_Sa_Ve=0||Sa||gand_Sa=0||asp_Ve_natal_mo=0||asp7_Mo_Ra=0||asp7_Ra_Mo=0||asp3_Sa_Ju=0||deg_sq_Ju_Su=0||asp10_Sa_Me=0||deg_sq_Sa_Ma=0||asp_Ju_natal_mo=0||4||Mo||6||8||10||12||2||deg_opp_Ra_Ju=0||W||deg_trine_Ju_Ma=0||asp4_Ma_Su=0||asp7_Su_Ra=0||asp7_Ra_Su=0||asp5_Ra_Su=0||kshu_Su=1||asp4_Ma_Ve=0,is_bull,15,7,0.4667,0.2481,0.60648324,31,0.5511,BULL_DIR
asp3_Sa_Ke_s|asp5_Ra_Sa_s|asp7_Ve_lord|asp9_Ra_Ve_s|deg_trine_Ve_Ma_s|asp3_Sa_Ve_s|gand_Sa_s|asp_Ve_natal_mo_s|asp7_Mo_Ra_s|asp7_Ra_Mo_s|asp3_Sa_Ju_s|degcat_Me|deg_sq_Ju_Su_s|asp10_Sa_Me_s|deg_sq_Sa_Ma_s|asp_Ju_natal_mo_s|deg_opp_Ra_Ju_s|deg_trine_Ju_Ma_s|asp4_Ma_Su_s|dig_Ve|digsc_Ve|ishta_Ve|kashta_Ve|asp7_Su_Ra_s|asp7_Ra_Su_s|asp5_Ra_Su_s|kshu_Su_s,asp3_Sa_Ke=0||asp5_Ra_Sa=0||Ve||asp9_Ra_Ve=0||deg_trine_Ve_Ma=0||asp3_Sa_Ve=0||gand_Sa=0||asp_Ve_natal_mo=0||asp7_Mo_Ra=0||asp7_Ra_Mo=0||asp3_Sa_Ju=0||mid||deg_sq_Ju_Su=0||asp10_Sa_Me=0||deg_sq_Sa_Ma=0||asp_Ju_natal_mo=0||deg_opp_Ra_Ju=0||deg_trine_Ju_Ma=0||asp4_Ma_Su=0||neutral||3||22.5||37.5||asp7_Su_Ra=0||asp7_Ra_Su=0||asp5_Ra_Su=0||kshu_Su=1,is_bull,16,8,0.5,0.28,0.80275034,27,0.5511,BULL_DIR
asp3_Sa_Ke_s|asp5_Ra_Sa_s|asp7_Ve_lord|asp9_Ra_Ve_s|deg_trine_Ve_Ma_s|asp3_Sa_Ve_s|gand_Sa_s|asp_Ve_natal_mo_s|asp7_Mo_Ra_s|asp7_Ra_Mo_s|asp3_Sa_Ju_s|deg_sq_Ju_Su_s|asp10_Sa_Me_s|deg_sq_Sa_Ma_s|asp_Ju_natal_mo_s|deg_opp_Ra_Ju_s|deg_trine_Ju_Ma_s|asp4_Ma_Su_s|dig_Ve|digsc_Ve|ishta_Ve|kashta_Ve|asp7_Su_Ra_s|asp7_Ra_Su_s|asp7_Su_sign|asp5_Ra_Su_s|kshu_Su_s|asp4_Ma_Ve_s|degcat_Su|asp_Ke_natal_mo_s|asp4_Ma_Ju_s|asp_Ve_dom_Ju_s|asp_Me_dom_Mo_s|sa_special_asp_Ju_s|ex_trine_Ju_Ma_s|deg_conj_Ju_Ma_s|deg_trine_Ma_Su_s|dig_Ra|digsc_Ra|ishta_Ra|kashta_Ra|mudi_Ra_s|mudi_Ke_s|own_nak_Su_s|paksha|paksha_bala_Su_s|paksha_bala_Mo_s|paksha_bala_Me_s|paksha_bala_Ve_s|paksha_bala_Ma_s|paksha_bala_Ju_s|paksha_bala_Sa_s|paksha_bala_Ra_s|paksha_bala_Ke_s|stat_Ma_s|asp_Me_dom_Su_s|deg_conj_Me_Sa_s|asp7_Me_Ra_s|asp7_Ra_Me_s|deg_sq_Me_Ma_s|asp9_Ke_Ve_s|papakartari_s|mod_Ju|asp7_Sa_Ke_s|asp7_Ke_Sa_s|deg_conj_Ra_Sa_s|asp5_Ju_Me_s|asp9_Ju_Ve_s|ix_argala_paksha|deg_sq_Ma_Su_s|parivartana|parivartana_any_s|comb_benefic_any_s|gand_any_s|asp_Mo_dom_Sa_s|asp4_Ma_Me_s|deg_opp_Ra_Mo_s|asp_Ra_natal_mo_s|kshu_Ve_s|asp9_Ju_Su_s|own_nak_Ra_s|mod_Su,asp3_Sa_Ke=0||asp5_Ra_Sa=0||Ve||asp9_Ra_Ve=0||deg_trine_Ve_Ma=0||asp3_Sa_Ve=0||gand_Sa=0||asp_Ve_natal_mo=0||asp7_Mo_Ra=0||asp7_Ra_Mo=0||asp3_Sa_Ju=0||deg_sq_Ju_Su=0||asp10_Sa_Me=0||deg_sq_Sa_Ma=0||asp_Ju_natal_mo=0||deg_opp_Ra_Ju=0||deg_trine_Ju_Ma=0||asp4_Ma_Su=0||neutral||3||22.5||37.5||asp7_Su_Ra=0||asp7_Ra_Su=0||9||asp5_Ra_Su=1||kshu_Su=0||asp4_Ma_Ve=0||low||asp_Ke_natal_mo=0||asp4_Ma_Ju=0||asp_Ve_dom_Ju=0||asp_Me_dom_Mo=0||sa_special_asp_Ju=0||ex_trine_Ju_Ma=0||deg_conj_Ju_Ma=0||deg_trine_Ma_Su=0||friendly||4||30.0||30.0||mudi_Ra=1||mudi_Ke=0||own_nak_Su=0||KRISHNA||paksha_bala_Su=1||paksha_bala_Mo=0||paksha_bala_Me=0||paksha_bala_Ve=0||paksha_bala_Ma=1||paksha_bala_Ju=0||paksha_bala_Sa=1||paksha_bala_Ra=1||paksha_bala_Ke=1||stat_Ma=0||asp_Me_dom_Su=0||deg_conj_Me_Sa=0||asp7_Me_Ra=0||asp7_Ra_Me=0||deg_sq_Me_Ma=0||asp9_Ke_Ve=1||papakartari=0||D||asp7_Sa_Ke=0||asp7_Ke_Sa=0||deg_conj_Ra_Sa=0||asp5_Ju_Me=0||asp9_Ju_Ve=0||0_KRISHNA||deg_sq_Ma_Su=0||none||parivartana_any=0||comb_benefic_any=1||gand_any=0||asp_Mo_dom_Sa=0||asp4_Ma_Me=0||deg_opp_Ra_Mo=0||asp_Ra_natal_mo=0||kshu_Ve=0||asp9_Ju_Su=0||own_nak_Ra=0||D,is_bull,7,6,0.8571,0.4869,0.13854874,82,0.5511,BULL_DIR
asp3_Sa_Ke_s|asp5_Ra_Sa_s|asp7_Ve_lord|asp9_Ra_Ve_s|deg_trine_Ve_Ma_s|asp3_Sa_Ve_s|gand_Sa_s|asp_Ve_natal_mo_s|asp7_Mo_Ra_s|asp7_Ra_Mo_s|asp3_Sa_Ju_s|deg_sq_Ju_Su_s|asp10_Sa_Me_s|deg_sq_Sa_Ma_s|asp_Ju_natal_mo_s|deg_opp_Ra_Ju_s|deg_trine_Ju_Ma_s|asp4_Ma_Su_s|dig_Ve|digsc_Ve|ishta_Ve|kashta_Ve|asp7_Su_Ra_s|asp7_Ra_Su_s|asp7_Su_sign|asp5_Ra_Su_s|kshu_Su_s|asp4_Ma_Ve_s|degcat_Su|asp_Ke_natal_mo_s|asp4_Ma_Ju_s|asp_Ve_dom_Ju_s|asp_Me_dom_Mo_s|sa_special_asp_Ju_s|ex_trine_Ju_Ma_s|deg_conj_Ju_Ma_s|deg_trine_Ma_Su_s|dig_Ra|digsc_Ra|ishta_Ra|kashta_Ra|mudi_Ra_s|mudi_Ke_s|own_nak_Su_s|paksha|paksha_bala_Su_s|paksha_bala_Mo_s|paksha_bala_Me_s|paksha_bala_Ve_s|paksha_bala_Ma_s|paksha_bala_Ju_s|paksha_bala_Sa_s|paksha_bala_Ra_s|paksha_bala_Ke_s|stat_Ma_s|asp_Me_dom_Su_s|deg_conj_Me_Sa_s|asp7_Me_Ra_s|asp7_Ra_Me_s|deg_sq_Me_Ma_s,asp3_Sa_Ke=0||asp5_Ra_Sa=0||Ve||asp9_Ra_Ve=0||deg_trine_Ve_Ma=0||asp3_Sa_Ve=0||gand_Sa=0||asp_Ve_natal_mo=0||asp7_Mo_Ra=0||asp7_Ra_Mo=0||asp3_Sa_Ju=0||deg_sq_Ju_Su=0||asp10_Sa_Me=0||deg_sq_Sa_Ma=0||asp_Ju_natal_mo=0||deg_opp_Ra_Ju=0||deg_trine_Ju_Ma=0||asp4_Ma_Su=0||neutral||3||22.5||37.5||asp7_Su_Ra=0||asp7_Ra_Su=0||9||asp5_Ra_Su=1||kshu_Su=0||asp4_Ma_Ve=0||low||asp_Ke_natal_mo=0||asp4_Ma_Ju=0||asp_Ve_dom_Ju=0||asp_Me_dom_Mo=0||sa_special_asp_Ju=0||ex_trine_Ju_Ma=0||deg_conj_Ju_Ma=0||deg_trine_Ma_Su=0||friendly||4||30.0||30.0||mudi_Ra=1||mudi_Ke=0||own_nak_Su=0||KRISHNA||paksha_bala_Su=1||paksha_bala_Mo=0||paksha_bala_Me=0||paksha_bala_Ve=0||paksha_bala_Ma=1||paksha_bala_Ju=0||paksha_bala_Sa=1||paksha_bala_Ra=1||paksha_bala_Ke=1||stat_Ma=0||asp_Me_dom_Su=0||deg_conj_Me_Sa=0||asp7_Me_Ra=0||asp7_Ra_Me=0||deg_sq_Me_Ma=0,is_bull,8,7,0.875,0.5291,0.0816581,60,0.5511,BULL_DIR
degcat_Su|asp3_Sa_Ke_s|asp5_Ra_Sa_s|asp9_Ra_Ve_s|deg_trine_Ve_Ma_s|asp3_Sa_Ve_s|gand_Sa_s|asp_Ve_natal_mo_s|asp7_Mo_Ra_s|asp7_Ra_Mo_s|asp3_Sa_Ju_s|degcat_Me|deg_sq_Ju_Su_s|asp10_Sa_Me_s|deg_sq_Sa_Ma_s|asp_Ju_natal_mo_s|deg_opp_Ra_Ju_s|deg_trine_Ju_Ma_s|asp4_Ma_Su_s|asp7_Su_Ra_s|asp7_Ra_Su_s|asp7_Su_sign,mid||asp3_Sa_Ke=0||asp5_Ra_Sa=0||asp9_Ra_Ve=0||deg_trine_Ve_Ma=0||asp3_Sa_Ve=1||gand_Sa=0||asp_Ve_natal_mo=0||asp7_Mo_Ra=0||asp7_Ra_Mo=0||asp3_Sa_Ju=0||mid||deg_sq_Ju_Su=0||asp10_Sa_Me=0||deg_sq_Sa_Ma=0||asp_Ju_natal_mo=0||deg_opp_Ra_Ju=0||deg_trine_Ju_Ma=0||asp4_Ma_Su=0||asp7_Su_Ra=0||asp7_Ra_Su=0||9,is_bull,5,5,1.0,0.5655,0.06898355,22,0.5511,BULL_DIR
asp3_Sa_Ke_s|asp5_Ra_Sa_s|asp9_Ra_Ve_s|deg_trine_Ve_Ma_s|asp3_Sa_Ve_s|gand_Sa_s|asp_Ve_natal_mo_s|asp7_Mo_Ra_s|asp7_Ra_Mo_s|asp3_Sa_Ju_s|degcat_Me|deg_sq_Ju_Su_s|asp10_Sa_Me_s|deg_sq_Sa_Ma_s|asp_Ju_natal_mo_s|deg_opp_Ra_Ju_s|deg_trine_Ju_Ma_s|asp4_Ma_Su_s|asp7_Su_Ra_s|asp7_Ra_Su_s|asp7_Su_sign,asp3_Sa_Ke=0||asp5_Ra_Sa=0||asp9_Ra_Ve=0||deg_trine_Ve_Ma=0||asp3_Sa_Ve=1||gand_Sa=0||asp_Ve_natal_mo=0||asp7_Mo_Ra=0||asp7_Ra_Mo=0||asp3_Sa_Ju=0||mid||deg_sq_Ju_Su=0||asp10_Sa_Me=0||deg_sq_Sa_Ma=0||asp_Ju_natal_mo=0||deg_opp_Ra_Ju=0||deg_trine_Ju_Ma=0||asp4_Ma_Su=0||asp7_Su_Ra=0||asp7_Ra_Su=0||9,is_bull,21,8,0.381,0.2075,0.12833266,21,0.5511,BULL_DIR
asp3_Sa_Ke_s|asp5_Ra_Sa_s|asp9_Ra_Ve_s|deg_trine_Ve_Ma_s|asp3_Sa_Ve_s|gand_Sa_s|asp_Ve_natal_mo_s|asp7_Mo_Ra_s|asp7_Ra_Mo_s|asp3_Sa_Ju_s|deg_sq_Ju_Su_s|asp10_Sa_Me_s|deg_sq_Sa_Ma_s|asp_Ju_natal_mo_s|deg_opp_Ra_Ju_s|deg_trine_Ju_Ma_s|asp4_Ma_Su_s|asp7_Su_Ra_s|asp7_Ra_Su_s|asp7_Su_sign|asp5_Ra_Su_s|kshu_Su_s|asp4_Ma_Ve_s|asp_Ke_natal_mo_s|asp4_Ma_Ju_s|asp_Ve_dom_Ju_s|asp_Me_dom_Mo_s|sa_special_asp_Ju_s|ex_trine_Ju_Ma_s|deg_conj_Ju_Ma_s|deg_trine_Ma_Su_s|dig_Ra|digsc_Ra|ishta_Ra|kashta_Ra|mudi_Ra_s|degcat_Ju|mudi_Ke_s|own_nak_Su_s,asp3_Sa_Ke=0||asp5_Ra_Sa=0||asp9_Ra_Ve=0||deg_trine_Ve_Ma=0||asp3_Sa_Ve=1||gand_Sa=0||asp_Ve_natal_mo=0||asp7_Mo_Ra=0||asp7_Ra_Mo=0||asp3_Sa_Ju=0||deg_sq_Ju_Su=0||asp10_Sa_Me=0||deg_sq_Sa_Ma=0||asp_Ju_natal_mo=0||deg_opp_Ra_Ju=0||deg_trine_Ju_Ma=0||asp4_Ma_Su=0||asp7_Su_Ra=0||asp7_Ra_Su=0||9||asp5_Ra_Su=1||kshu_Su=0||asp4_Ma_Ve=0||asp_Ke_natal_mo=0||asp4_Ma_Ju=0||asp_Ve_dom_Ju=0||asp_Me_dom_Mo=0||sa_special_asp_Ju=0||ex_trine_Ju_Ma=0||deg_conj_Ju_Ma=0||deg_trine_Ma_Su=0||friendly||4||30.0||30.0||mudi_Ra=1||mid||mudi_Ke=0||own_nak_Su=0,is_bull,11,5,0.4545,0.2127,0.55690037,39,0.5511,BULL_DIR
asp3_Sa_Ke_s|asp5_Ra_Sa_s|asp9_Ra_Ve_s|deg_trine_Ve_Ma_s|asp3_Sa_Ve_s|gand_Sa_s|asp_Ve_natal_mo_s|asp7_Mo_Ra_s|asp7_Ra_Mo_s|asp3_Sa_Ju_s|deg_sq_Ju_Su_s|asp10_Sa_Me_s|deg_sq_Sa_Ma_s|asp_Ju_natal_mo_s,asp3_Sa_Ke=0||asp5_Ra_Sa=0||asp9_Ra_Ve=0||deg_trine_Ve_Ma=0||asp3_Sa_Ve=1||gand_Sa=0||asp_Ve_natal_mo=0||asp7_Mo_Ra=0||asp7_Ra_Mo=0||asp3_Sa_Ju=0||deg_sq_Ju_Su=0||asp10_Sa_Me=0||deg_sq_Sa_Ma=0||asp_Ju_natal_mo=0,is_bull,276,116,0.4203,0.3635,1.081e-05,14,0.5511,BULL_DIR
degcat_Su|asp3_Sa_Ke_s|asp5_Ra_Sa_s|asp9_Ra_Ve_s|deg_trine_Ve_Ma_s|asp3_Sa_Ve_s|gand_Sa_s|asp_Ve_natal_mo_s|asp7_Mo_Ra_s|asp7_Ra_Mo_s|asp3_Sa_Ju_s|degcat_Me|deg_sq_Ju_Su_s|asp10_Sa_Me_s|deg_sq_Sa_Ma_s|asp_Ju_natal_mo_s,mid||asp3_Sa_Ke=0||asp5_Ra_Sa=0||asp9_Ra_Ve=0||deg_trine_Ve_Ma=0||asp3_Sa_Ve=0||gand_Sa=0||asp_Ve_natal_mo=0||asp7_Mo_Ra=1||asp7_Ra_Mo=1||asp3_Sa_Ju=0||mid||deg_sq_Ju_Su=0||asp10_Sa_Me=0||deg_sq_Sa_Ma=0||asp_Ju_natal_mo=0,is_bull,32,20,0.625,0.4525,0.47768703,16,0.5511,BULL_DIR
degcat_Su|asp3_Sa_Ke_s|asp5_Ra_Sa_s|asp9_Ra_Ve_s|deg_trine_Ve_Ma_s|asp3_Sa_Ve_s|gand_Sa_s|asp_Ve_natal_mo_s|asp7_Mo_Ra_s|asp7_Ra_Mo_s|asp3_Sa_Ju_s|degcat_Me|deg_sq_Ju_Su_s|asp10_Sa_Me_s|deg_sq_Sa_Ma_s|asp_Ju_natal_mo_s|ix_sa_speed_dig|deg_opp_Ra_Ju_s|deg_trine_Ju_Ma_s|asp4_Ma_Su_s|asp7_Su_Ra_s|asp7_Ra_Su_s,mid||asp3_Sa_Ke=0||asp5_Ra_Sa=0||asp9_Ra_Ve=0||deg_trine_Ve_Ma=0||asp3_Sa_Ve=0||gand_Sa=0||asp_Ve_natal_mo=0||asp7_Mo_Ra=0||asp7_Ra_Mo=0||asp3_Sa_Ju=0||mid||deg_sq_Ju_Su=0||asp10_Sa_Me=0||deg_sq_Sa_Ma=0||asp_Ju_natal_mo=0||retrograde_neutral||deg_opp_Ra_Ju=0||deg_trine_Ju_Ma=0||asp4_Ma_Su=0||asp7_Su_Ra=0||asp7_Ra_Su=0,is_bull,18,6,0.3333,0.1628,0.09417835,22,0.5511,BULL_DIR
asp3_Sa_Ke_s|asp5_Ra_Sa_s|asp9_Ra_Ve_s|deg_trine_Ve_Ma_s|asp3_Sa_Ve_s|gand_Sa_s|asp_Ve_natal_mo_s|asp7_Mo_Ra_s|asp7_Ra_Mo_s|asp3_Sa_Ju_s|degcat_Me|deg_sq_Ju_Su_s|asp10_Sa_Me_s|deg_sq_Sa_Ma_s|asp_Ju_natal_mo_s|ix_sa_speed_dig|deg_opp_Ra_Ju_s|deg_trine_Ju_Ma_s|asp4_Ma_Su_s|asp7_Su_Ra_s|asp7_Ra_Su_s|asp8_Ma_lord|asp5_Ra_Su_s|kshu_Su_s|asp4_Ma_Ve_s|asp_Ke_natal_mo_s|asp4_Ma_Ju_s|asp7_Ve_lord|asp_Ve_dom_Ju_s|asp_Me_dom_Mo_s|sa_special_asp_Ju_s|ex_trine_Ju_Ma_s,asp3_Sa_Ke=0||asp5_Ra_Sa=0||asp9_Ra_Ve=0||deg_trine_Ve_Ma=0||asp3_Sa_Ve=0||gand_Sa=0||asp_Ve_natal_mo=0||asp7_Mo_Ra=0||asp7_Ra_Mo=0||asp3_Sa_Ju=0||mid||deg_sq_Ju_Su=0||asp10_Sa_Me=0||deg_sq_Sa_Ma=0||asp_Ju_natal_mo=0||retrograde_neutral||deg_opp_Ra_Ju=0||deg_trine_Ju_Ma=0||asp4_Ma_Su=0||asp7_Su_Ra=0||asp7_Ra_Su=0||Ma||asp5_Ra_Su=0||kshu_Su=0||asp4_Ma_Ve=0||asp_Ke_natal_mo=0||asp4_Ma_Ju=0||Ju||asp_Ve_dom_Ju=1||asp_Me_dom_Mo=0||sa_special_asp_Ju=0||ex_trine_Ju_Ma=0,is_bull,13,7,0.5385,0.2914,1.0,32,0.5511,BULL_DIR
asp3_Sa_Ke_s|asp5_Ra_Sa_s|asp9_Ra_Ve_s|deg_trine_Ve_Ma_s|asp3_Sa_Ve_s|gand_Sa_s|asp_Ve_natal_mo_s|asp7_Mo_Ra_s|asp7_Ra_Mo_s|asp3_Sa_Ju_s|degcat_Me|deg_sq_Ju_Su_s|asp10_Sa_Me_s|deg_sq_Sa_Ma_s|asp_Ju_natal_mo_s|ix_sa_speed_dig|deg_opp_Ra_Ju_s|dig_Su|digsc_Su|ishta_Su|kashta_Su|deg_trine_Ju_Ma_s|asp4_Ma_Su_s,asp3_Sa_Ke=0||asp5_Ra_Sa=0||asp9_Ra_Ve=0||deg_trine_Ve_Ma=0||asp3_Sa_Ve=0||gand_Sa=0||asp_Ve_natal_mo=0||asp7_Mo_Ra=0||asp7_Ra_Mo=0||asp3_Sa_Ju=0||mid||deg_sq_Ju_Su=0||asp10_Sa_Me=0||deg_sq_Sa_Ma=0||asp_Ju_natal_mo=0||retrograde_neutral||deg_opp_Ra_Ju=0||moolatrikona||6||45.0||15.0||deg_trine_Ju_Ma=0||asp4_Ma_Su=0,is_bull,10,6,0.6,0.3127,1.0,23,0.5511,BULL_DIR
degcat_Su|asp3_Sa_Ke_s|asp5_Ra_Sa_s|asp9_Ra_Ve_s|deg_trine_Ve_Ma_s|asp3_Sa_Ve_s|gand_Sa_s|asp_Ve_natal_mo_s|asp7_Mo_Ra_s|asp7_Ra_Mo_s|asp3_Sa_Ju_s|deg_sq_Ju_Su_s|asp10_Sa_Me_s|deg_sq_Sa_Ma_s|asp_Ju_natal_mo_s|ix_sa_speed_dig|deg_opp_Ra_Ju_s|elem_Ve|dig_Su|digsc_Su|ishta_Su|kashta_Su|deg_trine_Ju_Ma_s|asp4_Ma_Su_s|asp7_Su_Ra_s|asp7_Ra_Su_s|asp8_Ma_lord|asp5_Ra_Su_s|kshu_Su_s|asp4_Ma_Ve_s|asp_Ke_natal_mo_s|asp4_Ma_Ju_s|asp_Ve_dom_Ju_s|asp_Me_dom_Mo_s|sa_special_asp_Ju_s|ex_trine_Ju_Ma_s|ix_argala_paksha|deg_conj_Ju_Ma_s|deg_trine_Ma_Su_s|dig_Ra|digsc_Ra|ishta_Ra|kashta_Ra|mudi_Ra_s|mudi_Ke_s|own_nak_Su_s|paksha|paksha_bala_Su_s|paksha_bala_Mo_s|paksha_bala_Me_s|paksha_bala_Ve_s|paksha_bala_Ma_s|paksha_bala_Ju_s|paksha_bala_Sa_s|paksha_bala_Ra_s|paksha_bala_Ke_s|stat_Ma_s|asp_Me_dom_Su_s|degcat_Ju|asp7_Su_sign|deg_conj_Me_Sa_s,mid||asp3_Sa_Ke=0||asp5_Ra_Sa=0||asp9_Ra_Ve=0||deg_trine_Ve_Ma=0||asp3_Sa_Ve=0||gand_Sa=0||asp_Ve_natal_mo=0||asp7_Mo_Ra=0||asp7_Ra_Mo=0||asp3_Sa_Ju=0||deg_sq_Ju_Su=0||asp10_Sa_Me=0||deg_sq_Sa_Ma=0||asp_Ju_natal_mo=0||retrograde_neutral||deg_opp_Ra_Ju=0||W||moolatrikona||6||45.0||15.0||deg_trine_Ju_Ma=0||asp4_Ma_Su=0||asp7_Su_Ra=1||asp7_Ra_Su=1||Ma||asp5_Ra_Su=0||kshu_Su=0||asp4_Ma_Ve=0||asp_Ke_natal_mo=0||asp4_Ma_Ju=0||asp_Ve_dom_Ju=0||asp_Me_dom_Mo=0||sa_special_asp_Ju=0||ex_trine_Ju_Ma=0||0_SHUKLA||deg_conj_Ju_Ma=0||deg_trine_Ma_Su=0||friendly||4||30.0||30.0||mudi_Ra=1||mudi_Ke=0||own_nak_Su=0||SHUKLA||paksha_bala_Su=0||paksha_bala_Mo=1||paksha_bala_Me=1||paksha_bala_Ve=1||paksha_bala_Ma=0||paksha_bala_Ju=1||paksha_bala_Sa=0||paksha_bala_Ra=0||paksha_bala_Ke=0||stat_Ma=0||asp_Me_dom_Su=0||high||11||deg_conj_Me_Sa=0,is_bull,7,7,1.0,0.6457,0.01906765,61,0.5511,BULL_DIR
asp3_Sa_Ke_s|asp5_Ra_Sa_s|asp9_Ra_Ve_s|deg_trine_Ve_Ma_s|asp3_Sa_Ve_s|gand_Sa_s|asp_Ve_natal_mo_s|asp7_Mo_Ra_s|asp7_Ra_Mo_s|asp3_Sa_Ju_s|degcat_Me|deg_sq_Ju_Su_s|asp10_Sa_Me_s|deg_sq_Sa_Ma_s|asp_Ju_natal_mo_s|ix_sa_speed_dig|deg_opp_Ra_Ju_s|elem_Ve|deg_trine_Ju_Ma_s|asp4_Ma_Su_s,asp3_Sa_Ke=0||asp5_Ra_Sa=0||asp9_Ra_Ve=0||deg_trine_Ve_Ma=0||asp3_Sa_Ve=0||gand_Sa=0||asp_Ve_natal_mo=0||asp7_Mo_Ra=0||asp7_Ra_Mo=0||asp3_Sa_Ju=0||mid||deg_sq_Ju_Su=0||asp10_Sa_Me=0||deg_sq_Sa_Ma=0||asp_Ju_natal_mo=0||retrograde_neutral||deg_opp_Ra_Ju=0||W||deg_trine_Ju_Ma=0||asp4_Ma_Su=0,is_bull,10,6,0.6,0.3127,1.0,20,0.5511,BULL_DIR
