features,condition,outcome,n,k_pos,win_rate,wilson_lower,p_value,complexity,base_rate,outcome_label
dasha_quality|antardasha|ashtama_shani_s|kshu_Sa_s|mahadasha|degcat_Su|asp3_Sa_lord|dig_Sa|digsc_Sa|ishta_Sa|kashta_Sa|asp7_Sa_lord|asp_Ju_dom_Sa_s|asp3_Sa_Ra_s|asp5_Ke_Sa_s,malefic||Ra||ashtama_shani=0||kshu_Sa=0||Ma||mid||Ve||neutral||3||22.5||37.5||Me||asp_Ju_dom_Sa=0||asp3_Sa_Ra=0||asp5_Ke_Sa=0,is_strong_bull,85,37,0.4353,0.335,0.00012482,15,0.2469,STRONG_BULL
dasha_quality|antardasha|ashtama_shani_s|kshu_Sa_s|mahadasha|asp3_Sa_lord|dig_Sa|digsc_Sa|ishta_Sa|kashta_Sa|asp7_Sa_lord|asp_Ju_dom_Sa_s|asp3_Sa_Ra_s|asp5_Ke_Sa_s|neecha_bhanga_s|garv_Sa_s|deg_conj_Ju_Sa_s|asp_Ju_dom_Mo_s|asp_Sa_dom_Ve_s|asp_Sa_dom_Su_s|asp7_Ma_Ra_s|asp7_Ra_Ma_s|deg_sq_Ma_Su_s|asp3_Sa_Me_s|deg_trine_Ve_Ma_s|gand_Ra_s|deg_conj_Su_Mo_s|elem_Ra|elem_Ke|asp4_Ma_Su_s|asp7_Sa_Ra_s|asp7_Ra_Sa_s|vipareeta_raja_s,malefic||Ra||ashtama_shani=0||kshu_Sa=0||Ma||Ve||neutral||3||22.5||37.5||Me||asp_Ju_dom_Sa=0||asp3_Sa_Ra=0||asp5_Ke_Sa=0||neecha_bhanga=0||garv_Sa=0||deg_conj_Ju_Sa=0||asp_Ju_dom_Mo=0||asp_Sa_dom_Ve=1||asp_Sa_dom_Su=0||asp7_Ma_Ra=0||asp7_Ra_Ma=0||deg_sq_Ma_Su=1||asp3_Sa_Me=0||deg_trine_Ve_Ma=0||gand_Ra=0||deg_conj_Su_Mo=0||E||W||asp4_Ma_Su=1||asp7_Sa_Ra=1||asp7_Ra_Sa=1||vipareeta_raja=0,is_strong_bull,13,10,0.7692,0.4974,0.00011092,33,0.2469,STRONG_BULL
dasha_quality|antardasha|ashtama_shani_s|kshu_Sa_s|mahadasha|asp3_Sa_lord|dig_Sa|digsc_Sa|ishta_Sa|kashta_Sa|asp7_Sa_lord|asp_Ju_dom_Sa_s|asp3_Sa_Ra_s|asp5_Ke_Sa_s|neecha_bhanga_s|garv_Sa_s|deg_conj_Ju_Sa_s|asp_Ju_dom_Mo_s|n_asp_Ma|asp_Sa_dom_Ve_s|asp_Sa_dom_Su_s|asp7_Ma_Ra_s|asp7_Ra_Ma_s|deg_sq_Ma_Su_s|asp3_Sa_Me_s|deg_trine_Ve_Ma_s|gand_Ra_s,malefic||Ra||ashtama_shani=0||kshu_Sa=0||Ma||Ve||neutral||3||22.5||37.5||Me||asp_Ju_dom_Sa=0||asp3_Sa_Ra=0||asp5_Ke_Sa=0||neecha_bhanga=0||garv_Sa=0||deg_conj_Ju_Sa=0||asp_Ju_dom_Mo=0||4||asp_Sa_dom_Ve=1||asp_Sa_dom_Su=0||asp7_Ma_Ra=0||asp7_Ra_Ma=0||deg_sq_Ma_Su=1||asp3_Sa_Me=0||deg_trine_Ve_Ma=0||gand_Ra=0,is_strong_bull,5,5,1.0,0.5655,0.000914,27,0.2469,STRONG_BULL
dasha_quality|antardasha|ashtama_shani_s|kshu_Sa_s|dig_Ju|digsc_Ju|ishta_Ju|kashta_Ju|asp5_Ju_sign|asp7_Ju_sign|asp7_Ju_lord|asp9_Ju_sign|ix_ju_speed_dig|ix_paksha_ju_dig|parivartana|mahadasha|asp3_Sa_lord|dig_Sa|digsc_Sa|ishta_Sa|kashta_Sa|asp7_Sa_lord|ix_sadom_ju_digju|asp_Ju_dom_Sa_s|asp3_Sa_Ra_s|asp5_Ke_Sa_s|neecha_bhanga_s|garv_Sa_s|asp9_Ju_lord|deg_conj_Ju_Sa_s|asp_Ju_dom_Mo_s|n_asp_Ju|asp_Sa_dom_Ve_s|asp_Sa_dom_Su_s|asp7_Ma_Ra_s|asp7_Ra_Ma_s|deg_sq_Ma_Su_s|ix_ju_asp_mo_digju|dasha_lord_dig|asp3_Sa_Me_s|deg_trine_Ve_Ma_s|gand_Ra_s|deg_conj_Su_Mo_s|degcat_Me,malefic||Ra||ashtama_shani=0||kshu_Sa=0||debilitated||1||7.5||52.5||2||4||Mo||6||very_fast_debilitated||KRISHNA_debilitated||Ju-Sa||Ma||Ve||neutral||3||22.5||37.5||Me||1_debilitated||asp_Ju_dom_Sa=0||asp3_Sa_Ra=0||asp5_Ke_Sa=0||neecha_bhanga=1||garv_Sa=0||Me||deg_conj_Ju_Sa=0||asp_Ju_dom_Mo=1||2||asp_Sa_dom_Ve=1||asp_Sa_dom_Su=0||asp7_Ma_Ra=0||asp7_Ra_Ma=0||deg_sq_Ma_Su=0||0_debilitated||enemy||asp3_Sa_Me=0||deg_trine_Ve_Ma=0||gand_Ra=0||deg_conj_Su_Mo=0||mid,is_strong_bull,9,5,0.5556,0.2666,0.0464611,44,0.2469,STRONG_BULL
dasha_quality|antardasha|ashtama_shani_s|kshu_Sa_s|dig_Ju|digsc_Ju|ishta_Ju|kashta_Ju|asp5_Ju_sign|asp7_Ju_sign|asp7_Ju_lord|asp9_Ju_sign|ix_ju_speed_dig|parivartana|mahadasha|asp3_Sa_lord|dig_Sa|digsc_Sa|ishta_Sa|kashta_Sa|asp7_Sa_lord|ix_sadom_ju_digju|asp_Ju_dom_Sa_s|asp3_Sa_Ra_s|asp5_Ke_Sa_s|neecha_bhanga_s|garv_Sa_s|asp9_Ju_lord|deg_conj_Ju_Sa_s|asp_Ju_dom_Mo_s|n_asp_Ju|asp_Sa_dom_Ve_s|asp_Sa_dom_Su_s|asp7_Ma_Ra_s|asp7_Ra_Ma_s|deg_sq_Ma_Su_s|ix_ju_asp_mo_digju|dasha_lord_dig|asp3_Sa_Me_s|deg_trine_Ve_Ma_s|gand_Ra_s,malefic||Ra||ashtama_shani=0||kshu_Sa=0||debilitated||1||7.5||52.5||2||4||Mo||6||very_fast_debilitated||Ju-Sa||Ma||Ve||neutral||3||22.5||37.5||Me||1_debilitated||asp_Ju_dom_Sa=0||asp3_Sa_Ra=0||asp5_Ke_Sa=0||neecha_bhanga=1||garv_Sa=0||Me||deg_conj_Ju_Sa=0||asp_Ju_dom_Mo=1||2||asp_Sa_dom_Ve=1||asp_Sa_dom_Su=0||asp7_Ma_Ra=0||asp7_Ra_Ma=0||deg_sq_Ma_Su=0||0_debilitated||enemy||asp3_Sa_Me=0||deg_trine_Ve_Ma=0||gand_Ra=0,is_strong_bull,29,15,0.5172,0.3443,0.0017902,41,0.2469,STRONG_BULL
dasha_quality|antardasha|ashtama_shani_s|kshu_Sa_s|asp5_Ju_sign|asp7_Ju_sign|asp7_Ju_lord|asp9_Ju_sign|parivartana|mahadasha|asp3_Sa_lord|dig_Sa|digsc_Sa|ishta_Sa|kashta_Sa|asp7_Sa_lord|asp_Ju_dom_Sa_s|asp3_Sa_Ra_s|asp5_Ke_Sa_s|neecha_bhanga_s|garv_Sa_s|asp9_Ju_lord|deg_conj_Ju_Sa_s|asp_Ju_dom_Mo_s|n_asp_Ju|asp_Sa_dom_Ve_s|asp_Sa_dom_Su_s|asp7_Ma_Ra_s|asp7_Ra_Ma_s|deg_sq_Ma_Su_s|dasha_lord_dig|asp3_Sa_Me_s|deg_trine_Ve_Ma_s|gand_Ra_s|deg_conj_Su_Mo_s|ix_sa_asp_mo_digsa|elem_Ra|elem_Ke|asp4_Ma_Su_s|asp7_Sa_Ra_s|asp7_Ra_Sa_s,malefic||Ra||ashtama_shani=0||kshu_Sa=0||2||4||Mo||6||Ju-Sa||Ma||Ve||neutral||3||22.5||37.5||Me||asp_Ju_dom_Sa=0||asp3_Sa_Ra=0||asp5_Ke_Sa=0||neecha_bhanga=1||garv_Sa=0||Me||deg_conj_Ju_Sa=0||asp_Ju_dom_Mo=1||2||asp_Sa_dom_Ve=1||asp_Sa_dom_Su=0||asp7_Ma_Ra=0||asp7_Ra_Ma=0||deg_sq_Ma_Su=0||enemy||asp3_Sa_Me=0||deg_trine_Ve_Ma=0||gand_Ra=0||deg_conj_Su_Mo=0||0_neutral||E||W||asp4_Ma_Su=1||asp7_Sa_Ra=1||asp7_Ra_Sa=1,is_strong_bull,7,7,1.0,0.6457,5.547e-05,41,0.2469,STRONG_BULL
dasha_quality|antardasha|ashtama_shani_s|kshu_Sa_s|dig_Ju|digsc_Ju|ishta_Ju|kashta_Ju|asp5_Ju_sign|asp7_Ju_sign|asp7_Ju_lord|asp9_Ju_sign|ix_ju_speed_dig|ix_paksha_ju_dig|parivartana|mahadasha|asp3_Sa_lord|dig_Sa|digsc_Sa|ishta_Sa|kashta_Sa|asp7_Sa_lord|ix_sadom_ju_digju|asp_Ju_dom_Sa_s|asp3_Sa_Ra_s|asp5_Ke_Sa_s|neecha_bhanga_s|garv_Sa_s|asp9_Ju_lord|deg_conj_Ju_Sa_s|asp_Ju_dom_Mo_s|n_asp_Ju|asp_Sa_dom_Ve_s|asp_Sa_dom_Su_s|asp7_Ma_Ra_s|asp7_Ra_Ma_s|deg_sq_Ma_Su_s|ix_ju_asp_mo_digju|dasha_lord_dig|asp3_Sa_Me_s|deg_trine_Ve_Ma_s|gand_Ra_s,malefic||Ra||ashtama_shani=0||kshu_Sa=0||debilitated||1||7.5||52.5||2||4||Mo||6||very_fast_debilitated||KRISHNA_debilitated||Ju-Sa||Ma||Ve||neutral||3||22.5||37.5||Me||1_debilitated||asp_Ju_dom_Sa=0||asp3_Sa_Ra=0||asp5_Ke_Sa=0||neecha_bhanga=1||garv_Sa=0||Me||deg_conj_Ju_Sa=0||asp_Ju_dom_Mo=1||2||asp_Sa_dom_Ve=1||asp_Sa_dom_Su=0||asp7_Ma_Ra=0||asp7_Ra_Ma=0||deg_sq_Ma_Su=0||0_debilitated||enemy||asp3_Sa_Me=0||deg_trine_Ve_Ma=1||gand_Ra=0,is_strong_bull,5,5,1.0,0.5655,0.000914,42,0.2469,STRONG_BULL
dasha_quality|antardasha|ashtama_shani_s|kshu_Sa_s|dig_Ju|digsc_Ju|ishta_Ju|kashta_Ju|asp5_Ju_sign|asp7_Ju_sign|asp7_Ju_lord|asp9_Ju_sign|ix_ju_speed_dig|parivartana|mahadasha|asp3_Sa_lord|dig_Sa|digsc_Sa|ishta_Sa|kashta_Sa|asp7_Sa_lord|ix_sadom_ju_digju|asp_Ju_dom_Sa_s|asp3_Sa_Ra_s|asp5_Ke_Sa_s|neecha_bhanga_s|garv_Sa_s|asp9_Ju_lord|deg_conj_Ju_Sa_s|asp_Ju_dom_Mo_s|n_asp_Ju|asp_Sa_dom_Ve_s|asp_Sa_dom_Su_s|asp7_Ma_Ra_s|asp7_Ra_Ma_s|deg_sq_Ma_Su_s|ix_ju_asp_mo_digju|dasha_lord_dig|asp3_Sa_Me_s|deg_trine_Ve_Ma_s|gand_Ra_s|deg_conj_Su_Mo_s|ix_sa_asp_mo_digsa|elem_Ra|elem_Ke|asp4_Ma_Su_s|asp7_Sa_Ra_s|asp7_Ra_Sa_s|vipareeta_raja_s|asp9_Ke_Ve_s|asp_Ve_natal_mo_s|comb_Mo_s|kshob_Mo_s|asp7_Ve_sign|asp7_Ve_lord|asp_Ve_dom_Mo_s|asp3_Sa_Ve_s|mudi_Ve_s|elem_Ve,malefic||Ra||ashtama_shani=0||kshu_Sa=0||debilitated||1||7.5||52.5||2||4||Mo||6||very_fast_debilitated||Ju-Sa||Ma||Ve||neutral||3||22.5||37.5||Me||1_debilitated||asp_Ju_dom_Sa=0||asp3_Sa_Ra=0||asp5_Ke_Sa=0||neecha_bhanga=1||garv_Sa=0||Me||deg_conj_Ju_Sa=0||asp_Ju_dom_Mo=1||2||asp_Sa_dom_Ve=1||asp_Sa_dom_Su=0||asp7_Ma_Ra=0||asp7_Ra_Ma=0||deg_sq_Ma_Su=0||0_debilitated||enemy||asp3_Sa_Me=0||deg_trine_Ve_Ma=1||gand_Ra=0||deg_conj_Su_Mo=0||0_neutral||E||W||asp4_Ma_Su=0||asp7_Sa_Ra=1||asp7_Ra_Sa=1||vipareeta_raja=0||asp9_Ke_Ve=0||asp_Ve_natal_mo=0||comb_Mo=0||kshob_Mo=0||4||Mo||asp_Ve_dom_Mo=1||asp3_Sa_Ve=0||mudi_Ve=1||E,is_strong_bull,6,5,0.8333,0.4365,0.00435791,59,0.2469,STRONG_BULL
dasha_quality|antardasha|ashtama_shani_s|kshu_Sa_s|dig_Ju|digsc_Ju|ishta_Ju|kashta_Ju|asp5_Ju_sign|asp7_Ju_sign|asp7_Ju_lord|asp9_Ju_sign|ix_ju_speed_dig|ix_paksha_ju_dig|parivartana|mahadasha|asp3_Sa_lord|dig_Sa|digsc_Sa|ishta_Sa|kashta_Sa|asp7_Sa_lord|ix_sadom_ju_digju|asp_Ju_dom_Sa_s|asp3_Sa_Ra_s|asp5_Ke_Sa_s|neecha_bhanga_s|garv_Sa_s|asp9_Ju_lord|deg_conj_Ju_Sa_s|asp_Ju_dom_Mo_s|asp_Sa_dom_Ve_s|asp_Sa_dom_Su_s|asp7_Ma_Ra_s|asp7_Ra_Ma_s|deg_sq_Ma_Su_s|ix_ju_asp_mo_digju|asp3_Sa_Me_s|deg_trine_Ve_Ma_s|gand_Ra_s,malefic||Ra||ashtama_shani=0||kshu_Sa=0||debilitated||1||7.5||52.5||2||4||Mo||6||very_fast_debilitated||KRISHNA_debilitated||Ju-Sa||Ma||Ve||neutral||3||22.5||37.5||Me||1_debilitated||asp_Ju_dom_Sa=0||asp3_Sa_Ra=0||asp5_Ke_Sa=0||neecha_bhanga=1||garv_Sa=0||Me||deg_conj_Ju_Sa=0||asp_Ju_dom_Mo=1||asp_Sa_dom_Ve=1||asp_Sa_dom_Su=0||asp7_Ma_Ra=0||asp7_Ra_Ma=0||deg_sq_Ma_Su=0||0_debilitated||asp3_Sa_Me=0||deg_trine_Ve_Ma=0||gand_Ra=0,is_strong_bull,24,14,0.5833,0.3883,0.00044612,40,0.2469,STRONG_BULL
dasha_quality|antardasha|ashtama_shani_s|kshu_Sa_s|dig_Ju|digsc_Ju|ishta_Ju|kashta_Ju|asp5_Ju_sign|asp7_Ju_sign|asp7_Ju_lord|asp9_Ju_sign|ix_ju_speed_dig|ix_ju_asp_mo_digju|parivartana|mahadasha|asp3_Sa_lord|dig_Sa|digsc_Sa|ishta_Sa|kashta_Sa|asp7_Sa_lord|ix_sadom_ju_digju|asp_Ju_dom_Sa_s|asp3_Sa_Ra_s|asp5_Ke_Sa_s|neecha_bhanga_s|garv_Sa_s|asp9_Ju_lord|deg_conj_Ju_Sa_s|asp_Ju_dom_Mo_s,malefic||Ra||ashtama_shani=0||kshu_Sa=0||debilitated||1||7.5||52.5||2||4||Mo||6||very_fast_debilitated||1_debilitated||Ju-Sa||Ma||Ve||neutral||3||22.5||37.5||Me||1_debilitated||asp_Ju_dom_Sa=0||asp3_Sa_Ra=0||asp5_Ke_Sa=0||neecha_bhanga=1||garv_Sa=0||Me||deg_conj_Ju_Sa=0||asp_Ju_dom_Mo=1,is_strong_bull,20,6,0.3,0.1455,0.60458534,31,0.2469,STRONG_BULL
dasha_quality|antardasha|ashtama_shani_s|kshu_Sa_s|dig_Ju|digsc_Ju|ishta_Ju|kashta_Ju|asp5_Ju_sign|asp7_Ju_sign|asp7_Ju_lord|asp9_Ju_sign|ix_ju_speed_dig|ix_ju_asp_mo_digju|mahadasha|asp3_Sa_lord|dig_Sa|digsc_Sa|ishta_Sa|kashta_Sa|asp7_Sa_lord|ix_sadom_ju_digju|asp_Ju_dom_Sa_s|asp3_Sa_Ra_s|asp5_Ke_Sa_s|neecha_bhanga_s|garv_Sa_s|asp9_Ju_lord|deg_conj_Ju_Sa_s|asp_Ju_dom_Mo_s,malefic||Ra||ashtama_shani=0||kshu_Sa=0||debilitated||1||7.5||52.5||2||4||Mo||6||very_fast_debilitated||1_debilitated||Ma||Ve||neutral||3||22.5||37.5||Me||1_debilitated||asp_Ju_dom_Sa=0||asp3_Sa_Ra=0||asp5_Ke_Sa=0||neecha_bhanga=1||garv_Sa=0||Me||deg_conj_Ju_Sa=0||asp_Ju_dom_Mo=1,is_strong_bull,23,7,0.3043,0.156,0.47714046,30,0.2469,STRONG_BULL
dasha_quality|antardasha|ashtama_shani_s|kshu_Sa_s|dig_Ju|digsc_Ju|ishta_Ju|kashta_Ju|asp5_Ju_sign|asp7_Ju_sign|asp7_Ju_lord|asp9_Ju_sign|ix_ju_speed_dig|mahadasha|asp3_Sa_lord|dig_Sa|digsc_Sa|ishta_Sa|kashta_Sa|asp7_Sa_lord|ix_sadom_ju_digju|asp_Ju_dom_Sa_s|asp3_Sa_Ra_s|asp5_Ke_Sa_s|neecha_bhanga_s|garv_Sa_s|asp9_Ju_lord|deg_conj_Ju_Sa_s|asp_Ju_dom_Mo_s|asp_Sa_dom_Ve_s|asp_Sa_dom_Su_s|asp7_Ma_Ra_s|asp7_Ra_Ma_s|deg_sq_Ma_Su_s|ix_ju_asp_mo_digju,malefic||Ra||ashtama_shani=0||kshu_Sa=0||debilitated||1||7.5||52.5||2||4||Mo||6||very_fast_debilitated||Ma||Ve||neutral||3||22.5||37.5||Me||1_debilitated||asp_Ju_dom_Sa=0||asp3_Sa_Ra=0||asp5_Ke_Sa=0||neecha_bhanga=1||garv_Sa=0||Me||deg_conj_Ju_Sa=0||asp_Ju_dom_Mo=1||asp_Sa_dom_Ve=1||asp_Sa_dom_Su=0||asp7_Ma_Ra=0||asp7_Ra_Ma=0||deg_sq_Ma_Su=0||0_debilitated,is_strong_bull,58,28,0.4828,0.3593,9.37e-05,35,0.2469,STRONG_BULL
dasha_quality|antardasha|ashtama_shani_s|kshu_Sa_s|dig_Ju|digsc_Ju|ishta_Ju|kashta_Ju|asp5_Ju_sign|asp7_Ju_sign|asp7_Ju_lord|asp9_Ju_sign|ix_ju_asp_mo_digju|mahadasha|asp3_Sa_lord|dig_Sa|digsc_Sa|ishta_Sa|kashta_Sa|asp7_Sa_lord|ix_sadom_ju_digju|asp_Ju_dom_Sa_s|asp3_Sa_Ra_s|asp5_Ke_Sa_s|neecha_bhanga_s|garv_Sa_s|asp9_Ju_lord|deg_conj_Ju_Sa_s|asp_Ju_dom_Mo_s|ix_ju_dig_moon_sign|asp_Sa_dom_Ve_s|asp_Sa_dom_Su_s|asp7_Ma_Ra_s|asp7_Ra_Ma_s|deg_sq_Ma_Su_s|asp3_Sa_Me_s|deg_trine_Ve_Ma_s|gand_Ra_s|deg_conj_Su_Mo_s|ix_sa_asp_mo_digsa,malefic||Ra||ashtama_shani=0||kshu_Sa=0||debilitated||1||7.5||52.5||2||4||Mo||6||1_debilitated||Ma||Ve||neutral||3||22.5||37.5||Me||1_debilitated||asp_Ju_dom_Sa=0||asp3_Sa_Ra=0||asp5_Ke_Sa=0||neecha_bhanga=1||garv_Sa=0||Me||deg_conj_Ju_Sa=0||asp_Ju_dom_Mo=1||debilitated_Mo4||asp_Sa_dom_Ve=1||asp_Sa_dom_Su=0||asp7_Ma_Ra=0||asp7_Ra_Ma=0||deg_sq_Ma_Su=0||asp3_Sa_Me=0||deg_trine_Ve_Ma=0||gand_Ra=0||deg_conj_Su_Mo=0||0_neutral,is_strong_bull,13,5,0.3846,0.1771,0.32981254,40,0.2469,STRONG_BULL
dasha_quality|antardasha|ashtama_shani_s|kshu_Sa_s|dig_Ju|digsc_Ju|ishta_Ju|kashta_Ju|asp5_Ju_sign|asp7_Ju_sign|asp7_Ju_lord|asp9_Ju_sign|mahadasha|asp3_Sa_lord|dig_Sa|digsc_Sa|ishta_Sa|kashta_Sa|asp7_Sa_lord|ix_sadom_ju_digju|asp_Ju_dom_Sa_s|asp3_Sa_Ra_s|asp5_Ke_Sa_s|neecha_bhanga_s|garv_Sa_s|asp9_Ju_lord|deg_conj_Ju_Sa_s|asp_Ju_dom_Mo_s|ix_ju_dig_moon_sign|asp_Sa_dom_Ve_s|asp_Sa_dom_Su_s|asp7_Ma_Ra_s|asp7_Ra_Ma_s|deg_sq_Ma_Su_s|ix_ju_asp_mo_digju|dasha_lord_dig,malefic||Ra||ashtama_shani=0||kshu_Sa=0||debilitated||1||7.5||52.5||2||4||Mo||6||Ma||Ve||neutral||3||22.5||37.5||Me||1_debilitated||asp_Ju_dom_Sa=0||asp3_Sa_Ra=0||asp5_Ke_Sa=0||neecha_bhanga=1||garv_Sa=0||Me||deg_conj_Ju_Sa=0||asp_Ju_dom_Mo=1||debilitated_Mo3||asp_Sa_dom_Ve=1||asp_Sa_dom_Su=0||asp7_Ma_Ra=0||asp7_Ra_Ma=0||deg_sq_Ma_Su=0||0_debilitated||enemy,is_strong_bull,10,6,0.6,0.3127,0.01848373,36,0.2469,STRONG_BULL
dasha_quality|antardasha|ashtama_shani_s|kshu_Sa_s|dig_Ju|digsc_Ju|ishta_Ju|kashta_Ju|asp5_Ju_sign|asp7_Ju_sign|asp7_Ju_lord|asp9_Ju_sign|ix_ju_asp_mo_digju|mahadasha|asp3_Sa_lord|dig_Sa|digsc_Sa|ishta_Sa|kashta_Sa|asp7_Sa_lord|ix_sadom_ju_digju|asp_Ju_dom_Sa_s|asp3_Sa_Ra_s|asp5_Ke_Sa_s|neecha_bhanga_s|garv_Sa_s|asp9_Ju_lord|deg_conj_Ju_Sa_s|asp_Ju_dom_Mo_s|ix_ju_dig_moon_sign|asp_Sa_dom_Ve_s|asp_Sa_dom_Su_s|asp7_Ma_Ra_s|asp7_Ra_Ma_s|deg_sq_Ma_Su_s,malefic||Ra||ashtama_shani=0||kshu_Sa=0||debilitated||1||7.5||52.5||2||4||Mo||6||1_debilitated||Ma||Ve||neutral||3||22.5||37.5||Me||1_debilitated||asp_Ju_dom_Sa=0||asp3_Sa_Ra=0||asp5_Ke_Sa=0||neecha_bhanga=1||garv_Sa=0||Me||deg_conj_Ju_Sa=0||asp_Ju_dom_Mo=1||debilitated_Mo4||asp_Sa_dom_Ve=1||asp_Sa_dom_Su=0||asp7_Ma_Ra=0||asp7_Ra_Ma=0||deg_sq_Ma_Su=0,is_strong_bull,14,6,0.4286,0.2138,0.12490165,35,0.2469,STRONG_BULL
dasha_quality|antardasha|ashtama_shani_s|kshu_Sa_s|dig_Ju|digsc_Ju|ishta_Ju|kashta_Ju|asp5_Ju_sign|asp7_Ju_sign|asp7_Ju_lord|asp9_Ju_sign|ix_ju_asp_mo_digju|mahadasha|asp3_Sa_lord|dig_Sa|digsc_Sa|ishta_Sa|kashta_Sa|asp7_Sa_lord|ix_sadom_ju_digju|asp_Ju_dom_Sa_s|asp3_Sa_Ra_s|asp5_Ke_Sa_s|neecha_bhanga_s|garv_Sa_s|asp9_Ju_lord|deg_conj_Ju_Sa_s|asp_Ju_dom_Mo_s|ix_ju_dig_moon_sign|asp_Sa_dom_Ve_s|asp_Sa_dom_Su_s|asp7_Ma_Ra_s|asp7_Ra_Ma_s,malefic||Ra||ashtama_shani=0||kshu_Sa=0||debilitated||1||7.5||52.5||2||4||Mo||6||1_debilitated||Ma||Ve||neutral||3||22.5||37.5||Me||1_debilitated||asp_Ju_dom_Sa=0||asp3_Sa_Ra=0||asp5_Ke_Sa=0||neecha_bhanga=1||garv_Sa=0||Me||deg_conj_Ju_Sa=0||asp_Ju_dom_Mo=1||debilitated_Mo4||asp_Sa_dom_Ve=1||asp_Sa_dom_Su=0||asp7_Ma_Ra=0||asp7_Ra_Ma=0,is_strong_bull,16,8,0.5,0.28,0.03575465,34,0.2469,STRONG_BULL
dasha_quality|antardasha|ashtama_shani_s|kshu_Sa_s|dig_Ju|digsc_Ju|ishta_Ju|kashta_Ju|asp5_Ju_sign|asp7_Ju_sign|asp7_Ju_lord|asp9_Ju_sign|mahadasha|asp3_Sa_lord|dig_Sa|digsc_Sa|ishta_Sa|kashta_Sa|asp7_Sa_lord|ix_sadom_ju_digju|asp_Ju_dom_Sa_s|asp3_Sa_Ra_s|asp5_Ke_Sa_s|neecha_bhanga_s|garv_Sa_s|asp9_Ju_lord|deg_conj_Ju_Sa_s|asp_Ju_dom_Mo_s|ix_ju_speed_dig|asp_Sa_dom_Ve_s|asp_Sa_dom_Su_s|asp7_Ma_Ra_s|asp7_Ra_Ma_s|deg_sq_Ma_Su_s|ix_ju_asp_mo_digju|dasha_lord_dig|asp3_Sa_Me_s|deg_trine_Ve_Ma_s|gand_Ra_s|deg_conj_Su_Mo_s,malefic||Ra||ashtama_shani=0||kshu_Sa=0||debilitated||1||7.5||52.5||2||4||Mo||6||Ma||Ve||neutral||3||22.5||37.5||Me||1_debilitated||asp_Ju_dom_Sa=0||asp3_Sa_Ra=0||asp5_Ke_Sa=0||neecha_bhanga=1||garv_Sa=0||Me||deg_conj_Ju_Sa=0||asp_Ju_dom_Mo=1||retrograde_debilitated||asp_Sa_dom_Ve=1||asp_Sa_dom_Su=0||asp7_Ma_Ra=0||asp7_Ra_Ma=0||deg_sq_Ma_Su=1||0_debilitated||enemy||asp3_Sa_Me=1||deg_trine_Ve_Ma=0||gand_Ra=0||deg_conj_Su_Mo=0,is_strong_bull,8,5,0.625,0.3057,0.02583228,40,0.2469,STRONG_BULL
dasha_quality|antardasha|ashtama_shani_s|kshu_Sa_s|dig_Ju|digsc_Ju|ishta_Ju|kashta_Ju|asp5_Ju_sign|asp7_Ju_sign|asp7_Ju_lord|asp9_Ju_sign|ix_paksha_ju_dig|parivartana|mahadasha|asp3_Sa_lord|dig_Sa|digsc_Sa|ishta_Sa|kashta_Sa|asp7_Sa_lord|ix_sadom_ju_digju|asp_Ju_dom_Sa_s|asp3_Sa_Ra_s|asp5_Ke_Sa_s|neecha_bhanga_s|garv_Sa_s|asp9_Ju_lord|deg_conj_Ju_Sa_s|asp_Ju_dom_Mo_s|ix_ju_speed_dig|n_asp_Ju|asp_Sa_dom_Ve_s|asp_Sa_dom_Su_s|asp7_Ma_Ra_s|asp7_Ra_Ma_s|deg_sq_Ma_Su_s|ix_ju_asp_mo_digju|dasha_lord_dig|asp3_Sa_Me_s|deg_trine_Ve_Ma_s|gand_Ra_s,malefic||Ra||ashtama_shani=0||kshu_Sa=0||debilitated||1||7.5||52.5||2||4||Mo||6||KRISHNA_debilitated||Ju-Sa||Ma||Ve||neutral||3||22.5||37.5||Me||1_debilitated||asp_Ju_dom_Sa=0||asp3_Sa_Ra=0||asp5_Ke_Sa=0||neecha_bhanga=1||garv_Sa=0||Me||deg_conj_Ju_Sa=0||asp_Ju_dom_Mo=1||retrograde_debilitated||2||asp_Sa_dom_Ve=1||asp_Sa_dom_Su=0||asp7_Ma_Ra=0||asp7_Ra_Ma=0||deg_sq_Ma_Su=1||0_debilitated||enemy||asp3_Sa_Me=0||deg_trine_Ve_Ma=0||gand_Ra=0,is_strong_bull,6,5,0.8333,0.4365,0.00435791,42,0.2469,STRONG_BULL
