features,condition,n,k_pos,win_rate,wilson_lower,p_value,complexity,outcome,outcome_label,source
asp9_Ju_Su|asp_Ra_dom_Sa,0||0,3115,1771,0.5685,0.5511,0.01077612,2,is_bull,BULL_DIR,method1_asp
asp3_Sa_Ve|asp_Me_dom_Su,0||0,6291,3544,0.5633,0.5511,8.8e-07,2,is_bull,BULL_DIR,method1_asp
asp7_Ma_Me|asp7_Ve_sign,0||1,685,403,0.5883,0.5511,0.04380388,2,is_bull,BULL_DIR,method1_asp
ex_sq_Sa_Ma|asp7_Ve_sign,0||9,578,342,0.5917,0.5511,0.04513295,2,is_bull,BULL_DIR,method1_asp
asp_Ra_dom_Sa|deg_trine_Ju_Ma,0||0,3154,1793,0.5685,0.5511,0.01019593,2,is_bull,BULL_DIR,method1_asp
asp5_Ke_Me|deg_trine_Me_Ju,1||0,310,188,0.6065,0.5511,0.0473801,2,is_bull,BULL_DIR,method1_asp
deg_sext_Ju_Sa|any_Ju_Ma_asp,1||0,355,214,0.6028,0.5511,0.04892782,2,is_bull,BULL_DIR,method1_asp
asp9_Ra_Ve|asp_Ve_dom_Me,0||0,5589,3153,0.5641,0.5511,9.607e-05,2,is_bull,BULL_DIR,method1_asp
asp_Ke_dom_Sa|deg_trine_Ju_Ma,1||0,3154,1793,0.5685,0.5511,0.01019593,2,is_bull,BULL_DIR,method1_asp
asp7_Su_Ke|asp_Ju_dom_Ma,0||0,3381,1920,0.5679,0.5511,0.00821773,2,is_bull,BULL_DIR,method1_asp
asp7_Ke_Su|asp_Ju_dom_Ve,0||1,3381,1920,0.5679,0.5511,0.00821773,2,is_bull,BULL_DIR,method1_asp
asp4_Ma_Sa|ex_sext_Sa_Su,1||0,578,342,0.5917,0.5511,0.04513295,2,is_bull,BULL_DIR,method1_asp
asp7_Ke_Me|asp3_Sa_sign,0||5,468,279,0.5962,0.5511,0.04385991,2,is_bull,BULL_DIR,method1_asp
asp7_Ke_Su|asp_Ju_dom_Ma,0||0,3381,1920,0.5679,0.5511,0.00821773,2,is_bull,BULL_DIR,method1_asp
asp7_Ke_Me|asp3_Sa_lord,0||Su,468,279,0.5962,0.5511,0.04385991,2,is_bull,BULL_DIR,method1_asp
asp7_Su_Mo|asp_Ve_dom_Ma,0||1,1345,777,0.5777,0.5511,0.03156211,2,is_bull,BULL_DIR,method1_asp
asp7_Me_Ju|asp4_Ma_Sa,0||1,578,342,0.5917,0.5511,0.04513295,2,is_bull,BULL_DIR,method1_asp
asp3_Sa_Me|ex_opp_Ju_Ma,1||0,592,350,0.5912,0.5511,0.04294814,2,is_bull,BULL_DIR,method1_asp
asp7_Ke_Me|asp7_Sa_sign,0||9,468,279,0.5962,0.5511,0.04385991,2,is_bull,BULL_DIR,method1_asp
asp9_Ju_Su|asp_Ke_dom_Sa,0||1,3115,1771,0.5685,0.5511,0.01077612,2,is_bull,BULL_DIR,method1_asp
asp7_Me_Ma|asp7_Ve_sign,0||1,685,403,0.5883,0.5511,0.04380388,2,is_bull,BULL_DIR,method1_asp
asp9_Ke_Ve|deg_sext_Me_Sa,1||0,564,334,0.5922,0.5511,0.04283497,2,is_bull,BULL_DIR,method1_asp
asp9_Ra_Ve|asp4_Ma_sign,0||3,496,295,0.5948,0.551,0.04455652,2,is_bull,BULL_DIR,method1_asp
asp7_Sa_Ve|asp9_Ju_lord,0||Mo,482,287,0.5954,0.551,0.04667074,2,is_bull,BULL_DIR,method1_asp
asp7_Ve_Sa|asp7_Ju_sign,0||2,482,287,0.5954,0.551,0.04667074,2,is_bull,BULL_DIR,method1_asp
asp7_Me_Ma|asp7_Sa_Ke,1||0,212,131,0.6179,0.551,0.04983632,2,is_bull,BULL_DIR,method1_asp
asp9_Ju_Me|asp7_Ma_lord,0||Su,482,287,0.5954,0.551,0.04667074,2,is_bull,BULL_DIR,method1_asp
asp9_Ju_Me|asp8_Ma_sign,0||1,650,383,0.5892,0.551,0.04311095,2,is_bull,BULL_DIR,method1_asp
asp3_Sa_Ve|asp_Ke_dom_Ma,0||0,3548,2013,0.5674,0.551,0.00733609,2,is_bull,BULL_DIR,method1_asp
asp8_Ma_Ju|n_asp_Ma,0||3,935,545,0.5829,0.551,0.03805963,2,is_bull,BULL_DIR,method1_asp
asp9_Ra_Ve|asp8_Ma_sign,0||7,496,295,0.5948,0.551,0.04455652,2,is_bull,BULL_DIR,method1_asp
asp9_Ra_Ve|n_asp_Ma,0||3,972,566,0.5823,0.551,0.03798928,2,is_bull,BULL_DIR,method1_asp
asp7_Ma_Me|asp7_Sa_Ke,1||0,212,131,0.6179,0.551,0.04983632,2,is_bull,BULL_DIR,method1_asp
asp9_Ra_Ve|asp7_Ma_sign,0||6,496,295,0.5948,0.551,0.04455652,2,is_bull,BULL_DIR,method1_asp
asp_Ke_natal_mo|deg_sq_Me_Ma,1||0,2120,1213,0.5722,0.551,0.02162018,2,is_bull,BULL_DIR,method1_asp
asp3_Sa_Ve|asp7_Sa_Ke,0||0,6345,3574,0.5633,0.551,5.3e-07,2,is_bull,BULL_DIR,method1_asp
deg_sext_Sa_Su|any_Ju_Ma_asp,0||0,4081,2311,0.5663,0.551,0.00400233,2,is_bull,BULL_DIR,method1_asp
deg_opp_Ra_Mo|asp7_Ra_lord,0||Me,1124,652,0.5801,0.551,0.03447029,2,is_bull,BULL_DIR,method1_asp
asp7_Ve_Sa|asp5_Ju_sign,0||12,482,287,0.5954,0.551,0.04667074,2,is_bull,BULL_DIR,method1_asp
deg_sext_Ju_Sa|asp7_Ve_sign,0||1,636,375,0.5896,0.551,0.04535936,2,is_bull,BULL_DIR,method1_asp
asp7_Ve_Ke|asp10_Sa_Ra,0||1,435,260,0.5977,0.551,0.04688478,2,is_bull,BULL_DIR,method1_asp
asp7_Me_Ma|asp7_Ke_Sa,1||0,212,131,0.6179,0.551,0.04983632,2,is_bull,BULL_DIR,method1_asp
asp3_Sa_Ve|asp7_Ke_Sa,0||0,6345,3574,0.5633,0.551,5.3e-07,2,is_bull,BULL_DIR,method1_asp
asp_Ma_dom_Su|asp7_Ra_lord,0||Me,942,549,0.5828,0.551,0.03864871,2,is_bull,BULL_DIR,method1_asp
asp4_Ma_Me|asp8_Ma_lord,0||Ma,1200,695,0.5792,0.551,0.03378563,2,is_bull,BULL_DIR,method1_asp
asp5_Ra_Ma|n_asp_Sa,0||4,636,375,0.5896,0.551,0.04535936,2,is_bull,BULL_DIR,method1_asp
asp4_Ma_Me|deg_sq_Ju_Su,1||0,643,379,0.5894,0.551,0.04215247,2,is_bull,BULL_DIR,method1_asp
asp3_Sa_Ve|asp_Ke_dom_Ve,0||1,3548,2013,0.5674,0.551,0.00733609,2,is_bull,BULL_DIR,method1_asp
asp7_Ve_Sa|asp9_Ju_lord,0||Mo,482,287,0.5954,0.551,0.04667074,2,is_bull,BULL_DIR,method1_asp
asp5_Ju_Me|asp_Mo_dom_Sa,0||1,1154,669,0.5797,0.551,0.03368024,2,is_bull,BULL_DIR,method1_asp
asp7_Ma_Me|asp7_Ke_Sa,1||0,212,131,0.6179,0.551,0.04983632,2,is_bull,BULL_DIR,method1_asp
asp10_Sa_Ra|asp7_Ke_Ve,1||0,435,260,0.5977,0.551,0.04688478,2,is_bull,BULL_DIR,method1_asp
asp9_Ju_Me|asp8_Ma_sign,0||6,482,287,0.5954,0.551,0.04667074,2,is_bull,BULL_DIR,method1_asp
asp7_Ve_Sa|asp9_Ju_sign,0||4,482,287,0.5954,0.551,0.04667074,2,is_bull,BULL_DIR,method1_asp
deg_opp_Ra_Mo|asp7_Ke_lord,0||Ju,1124,652,0.5801,0.551,0.03447029,2,is_bull,BULL_DIR,method1_asp
asp5_Ju_Me|asp_Ve_dom_Ju,1||0,489,291,0.5951,0.551,0.04326976,2,is_bull,BULL_DIR,method1_asp
asp9_Ju_Me|asp4_Ma_sign,0||9,650,383,0.5892,0.551,0.04311095,2,is_bull,BULL_DIR,method1_asp
asp_Ma_dom_Su|asp7_Ke_lord,0||Ju,942,549,0.5828,0.551,0.03864871,2,is_bull,BULL_DIR,method1_asp
asp8_Ma_Su|asp7_Me_sign,0||3,650,383,0.5892,0.551,0.04311095,2,is_bull,BULL_DIR,method1_asp
asp7_Sa_Ve|asp5_Ju_sign,0||12,482,287,0.5954,0.551,0.04667074,2,is_bull,BULL_DIR,method1_asp
asp9_Ju_Me|asp4_Ma_sign,0||2,482,287,0.5954,0.551,0.04667074,2,is_bull,BULL_DIR,method1_asp
asp3_Sa_Ve|asp_Ra_dom_Ma,0||1,3548,2013,0.5674,0.551,0.00733609,2,is_bull,BULL_DIR,method1_asp
asp5_Ju_Me|asp7_Mo_lord,0||Sa,1154,669,0.5797,0.551,0.03368024,2,is_bull,BULL_DIR,method1_asp
asp9_Ju_Me|asp7_Ma_sign,0||12,650,383,0.5892,0.551,0.04311095,2,is_bull,BULL_DIR,method1_asp
asp7_Sa_Ve|asp7_Ju_sign,0||2,482,287,0.5954,0.551,0.04667074,2,is_bull,BULL_DIR,method1_asp
asp7_Sa_Ve|asp9_Ju_sign,0||4,482,287,0.5954,0.551,0.04667074,2,is_bull,BULL_DIR,method1_asp
asp9_Ju_Me|asp7_Ma_sign,0||5,482,287,0.5954,0.551,0.04667074,2,is_bull,BULL_DIR,method1_asp
asp_Ju_dom_Sa|asp7_Su_sign,1||11,336,203,0.6042,0.551,0.04938793,2,is_bull,BULL_DIR,method1_asp
asp3_Sa_Ve|asp_Ra_dom_Ve,0||0,3548,2013,0.5674,0.551,0.00733609,2,is_bull,BULL_DIR,method1_asp
asp5_Ju_Ve|asp7_Ve_sign,0||1,657,387,0.589,0.551,0.04410056,2,is_bull,BULL_DIR,method1_asp
asp7_Ve_Ra|asp5_Ju_lord,1||Ve,117,75,0.641,0.5509,0.04957445,2,is_bull,BULL_DIR,method1_asp
asp3_Sa_Me|asp7_Ra_Me,0||1,317,192,0.6057,0.5509,0.04967342,2,is_bull,BULL_DIR,method1_asp
asp_Ke_dom_Su|asp7_Ve_sign,0||10,545,323,0.5927,0.5509,0.04415786,2,is_bull,BULL_DIR,method1_asp
asp7_Mo_Ra|asp8_Ma_Mo,0||1,531,315,0.5932,0.5509,0.046322,2,is_bull,BULL_DIR,method1_asp
asp_Me_dom_Su|asp7_Su_lord,0||Me,967,563,0.5822,0.5509,0.03763612,2,is_bull,BULL_DIR,method1_asp
asp7_Ve_Ra|asp9_Ke_lord,1||Me,117,75,0.641,0.5509,0.04957445,2,is_bull,BULL_DIR,method1_asp
asp8_Ma_Mo|asp7_Ra_Mo,1||0,531,315,0.5932,0.5509,0.046322,2,is_bull,BULL_DIR,method1_asp
asp7_Me_Ra|asp3_Sa_Me,1||0,317,192,0.6057,0.5509,0.04967342,2,is_bull,BULL_DIR,method1_asp
deg_trine_Ju_Ma|asp7_Ve_sign,0||9,566,335,0.5919,0.5509,0.04323537,2,is_bull,BULL_DIR,method1_asp
asp7_Su_Mo|asp5_Ke_Me,0||1,317,192,0.6057,0.5509,0.04967342,2,is_bull,BULL_DIR,method1_asp
asp5_Ra_Sa|asp7_Ra_Me,0||1,317,192,0.6057,0.5509,0.04967342,2,is_bull,BULL_DIR,method1_asp
deg_sq_Ra_Sa|asp8_Ma_sign,0||8,594,351,0.5909,0.5509,0.04331816,2,is_bull,BULL_DIR,method1_asp
asp_Ke_natal_mo|deg_sext_Me_Ve,1||0,2106,1205,0.5722,0.5509,0.02284237,2,is_bull,BULL_DIR,method1_asp
deg_sext_Me_Ve|asp7_Sa_lord,0||Mo,615,363,0.5902,0.5509,0.04227651,2,is_bull,BULL_DIR,method1_asp
asp7_Ra_Mo|asp7_Me_sign,0||10,573,339,0.5916,0.5509,0.04434416,2,is_bull,BULL_DIR,method1_asp
asp7_Ra_Ve|asp9_Ra_lord,1||Ju,117,75,0.641,0.5509,0.04957445,2,is_bull,BULL_DIR,method1_asp
deg_sq_Ra_Sa|n_asp_Sa,1||4,117,75,0.641,0.5509,0.04957445,2,is_bull,BULL_DIR,method1_asp
asp7_Ra_Me|asp7_Mo_sign,0||11,594,351,0.5909,0.5509,0.04331816,2,is_bull,BULL_DIR,method1_asp
asp7_Ra_Ve|asp5_Ju_lord,1||Ve,117,75,0.641,0.5509,0.04957445,2,is_bull,BULL_DIR,method1_asp
deg_sq_Ra_Sa|asp4_Ma_sign,0||4,594,351,0.5909,0.5509,0.04331816,2,is_bull,BULL_DIR,method1_asp
deg_sext_Ju_Sa|asp7_Ve_sign,0||9,524,311,0.5935,0.5509,0.04504442,2,is_bull,BULL_DIR,method1_asp
asp_Su_dom_Ju|asp_Ju_natal_mo,0||1,1411,814,0.5769,0.5509,0.03232662,2,is_bull,BULL_DIR,method1_asp
asp7_Ra_Ve|asp9_Ke_lord,1||Me,117,75,0.641,0.5509,0.04957445,2,is_bull,BULL_DIR,method1_asp
asp3_Sa_Ju|asp7_Mo_lord,0||Sa,1087,631,0.5805,0.5509,0.03763019,2,is_bull,BULL_DIR,method1_asp
deg_sq_Ra_Sa|asp7_Ma_sign,0||7,594,351,0.5909,0.5509,0.04331816,2,is_bull,BULL_DIR,method1_asp
asp4_Ma_Ju|asp_Ma_dom_Ju,0||0,3944,2234,0.5664,0.5509,0.00511351,2,is_bull,BULL_DIR,method1_asp
asp7_Me_Ju|asp_Ma_dom_Ve,0||1,3452,1959,0.5675,0.5509,0.00832831,2,is_bull,BULL_DIR,method1_asp
asp_Me_dom_Su|asp_Ju_dom_Sa,0||1,3411,1936,0.5676,0.5509,0.00885399,2,is_bull,BULL_DIR,method1_asp
asp7_Ra_Su|asp7_Su_sign,0||11,594,351,0.5909,0.5509,0.04331816,2,is_bull,BULL_DIR,method1_asp
asp_Ke_dom_Ma|deg_conj_Ra_Sa,0||0,3620,2053,0.5671,0.5509,0.00736991,2,is_bull,BULL_DIR,method1_asp
asp7_Ve_Ra|asp_Ke_natal_mo,1||0,449,268,0.5969,0.5509,0.04489418,2,is_bull,BULL_DIR,method1_asp
asp7_Ve_Ra|asp8_Ma_lord,0||Ma,1126,653,0.5799,0.5509,0.03740321,2,is_bull,BULL_DIR,method1_asp
asp7_Ju_Me|asp_Ma_dom_Ve,0||1,3452,1959,0.5675,0.5509,0.00832831,2,is_bull,BULL_DIR,method1_asp
asp7_Mo_Su|asp5_Ke_Me,0||1,317,192,0.6057,0.5509,0.04967342,2,is_bull,BULL_DIR,method1_asp
asp8_Ma_Mo|asp7_Sa_Ke,1||0,538,319,0.5929,0.5509,0.04300565,2,is_bull,BULL_DIR,method1_asp
asp7_Me_Ra|asp3_Sa_Ke,1||0,317,192,0.6057,0.5509,0.04967342,2,is_bull,BULL_DIR,method1_asp
asp3_Sa_Ke|asp7_Ra_Me,0||1,317,192,0.6057,0.5509,0.04967342,2,is_bull,BULL_DIR,method1_asp
asp_Me_dom_Su|asp_Sa_dom_Ve,0||0,3883,2200,0.5666,0.5509,0.00553324,2,is_bull,BULL_DIR,method1_asp
deg_sext_Me_Ve|asp10_Sa_sign,0||7,615,363,0.5902,0.5509,0.04227651,2,is_bull,BULL_DIR,method1_asp
asp5_Ra_Ma|asp9_Ra_Ve,0||0,6253,3522,0.5632,0.5509,1.67e-06,2,is_bull,BULL_DIR,method1_asp
asp5_Ra_Ma|asp_Ju_dom_Sa,0||1,3350,1902,0.5678,0.5509,0.00936409,2,is_bull,BULL_DIR,method1_asp
ex_sext_Sa_Ma|asp3_Sa_lord,0||Me,1080,627,0.5806,0.5509,0.03713488,2,is_bull,BULL_DIR,method1_asp
asp7_Me_Ra|asp5_Ra_Sa,1||0,317,192,0.6057,0.5509,0.04967342,2,is_bull,BULL_DIR,method1_asp
asp5_Ju_Me|asp5_Ra_Sa,1||0,517,307,0.5938,0.5509,0.04380699,2,is_bull,BULL_DIR,method1_asp
asp9_Ju_Su|asp7_Ve_sign,0||9,559,331,0.5921,0.5509,0.04657623,2,is_bull,BULL_DIR,method1_asp
asp7_Su_Ra|asp7_Su_sign,0||11,594,351,0.5909,0.5509,0.04331816,2,is_bull,BULL_DIR,method1_asp
asp7_Ra_Ve|asp_Ke_natal_mo,1||0,449,268,0.5969,0.5509,0.04489418,2,is_bull,BULL_DIR,method1_asp
deg_sext_Me_Ve|asp7_Sa_sign,0||4,615,363,0.5902,0.5509,0.04227651,2,is_bull,BULL_DIR,method1_asp
asp7_Ve_Ra|asp9_Ra_lord,1||Ju,117,75,0.641,0.5509,0.04957445,2,is_bull,BULL_DIR,method1_asp
asp_Ra_natal_mo|asp7_Ve_sign,0||1,594,351,0.5909,0.5509,0.04331816,2,is_bull,BULL_DIR,method1_asp
asp9_Ju_Su|asp_Ma_dom_Ve,0||1,3420,1941,0.5675,0.5509,0.00886559,2,is_bull,BULL_DIR,method1_asp
asp3_Sa_Ju|asp_Mo_dom_Sa,0||1,1087,631,0.5805,0.5509,0.03763019,2,is_bull,BULL_DIR,method1_asp
deg_sext_Me_Ve|asp3_Sa_sign,0||12,615,363,0.5902,0.5509,0.04227651,2,is_bull,BULL_DIR,method1_asp
asp7_Me_Ra|asp7_Mo_sign,0||11,594,351,0.5909,0.5509,0.04331816,2,is_bull,BULL_DIR,method1_asp
asp5_Ju_Me|asp3_Sa_Ke,1||0,517,307,0.5938,0.5509,0.04380699,2,is_bull,BULL_DIR,method1_asp
asp8_Ma_Mo|asp7_Ke_Sa,1||0,538,319,0.5929,0.5509,0.04300565,2,is_bull,BULL_DIR,method1_asp
asp_Ra_dom_Ma|deg_conj_Ra_Sa,1||0,3620,2053,0.5671,0.5509,0.00736991,2,is_bull,BULL_DIR,method1_asp
asp_Ra_dom_Ve|deg_conj_Ra_Sa,0||0,3620,2053,0.5671,0.5509,0.00736991,2,is_bull,BULL_DIR,method1_asp
deg_sq_Ra_Sa|asp4_Ma_lord,0||Mo,594,351,0.5909,0.5509,0.04331816,2,is_bull,BULL_DIR,method1_asp
asp_Ke_dom_Ve|deg_conj_Ra_Sa,1||0,3620,2053,0.5671,0.5509,0.00736991,2,is_bull,BULL_DIR,method1_asp
asp7_Mo_Ra|asp7_Me_sign,0||10,573,339,0.5916,0.5509,0.04434416,2,is_bull,BULL_DIR,method1_asp
asp7_Ra_Ve|asp8_Ma_lord,0||Ma,1126,653,0.5799,0.5509,0.03740321,2,is_bull,BULL_DIR,method1_asp
asp4_Ma_Ke|asp9_Ju_Ma,1||0,731,429,0.5869,0.5508,0.04178434,2,is_bull,BULL_DIR,method1_asp
asp8_Ma_Ju|asp9_Ra_sign,0||9,768,450,0.5859,0.5508,0.04233686,2,is_bull,BULL_DIR,method1_asp
asp_Ve_dom_Ma|asp9_Ju_lord,0||Me,946,551,0.5825,0.5508,0.03905112,2,is_bull,BULL_DIR,method1_asp
asp8_Ma_Ju|asp7_Ke_sign,0||1,768,450,0.5859,0.5508,0.04233686,2,is_bull,BULL_DIR,method1_asp
asp8_Ma_Ju|asp5_Ke_sign,0||11,768,450,0.5859,0.5508,0.04233686,2,is_bull,BULL_DIR,method1_asp
asp7_Sa_Ke|asp_Sa_natal_mo,0||0,4928,2783,0.5647,0.5508,0.00097811,2,is_bull,BULL_DIR,method1_asp
asp8_Ma_Ju|asp7_Ra_sign,0||7,768,450,0.5859,0.5508,0.04233686,2,is_bull,BULL_DIR,method1_asp
asp_Ve_dom_Ju|deg_sq_Me_Ma,0||1,470,280,0.5957,0.5508,0.04941462,2,is_bull,BULL_DIR,method1_asp
asp8_Ma_Ju|asp5_Ra_lord,0||Su,768,450,0.5859,0.5508,0.04233686,2,is_bull,BULL_DIR,method1_asp
asp8_Ma_Ju|asp5_Ra_sign,0||5,768,450,0.5859,0.5508,0.04233686,2,is_bull,BULL_DIR,method1_asp
asp_Su_dom_Ju|asp_Me_dom_Sa,1||0,976,568,0.582,0.5508,0.03837935,2,is_bull,BULL_DIR,method1_asp
asp7_Ke_Sa|asp_Sa_natal_mo,0||0,4928,2783,0.5647,0.5508,0.00097811,2,is_bull,BULL_DIR,method1_asp
asp8_Ma_Ju|asp9_Ke_sign,0||3,768,450,0.5859,0.5508,0.04233686,2,is_bull,BULL_DIR,method1_asp
asp7_Sa_Ke|asp_Ra_natal_mo,0||0,5463,3081,0.564,0.5508,0.00022782,2,is_bull,BULL_DIR,method1_asp
asp7_Me_Ke|asp9_Ra_Ve,0||0,5788,3262,0.5636,0.5508,6.32e-05,2,is_bull,BULL_DIR,method1_asp
asp_Me_dom_Sa|asp7_Su_lord,0||Ju,976,568,0.582,0.5508,0.03837935,2,is_bull,BULL_DIR,method1_asp
asp7_Ke_Sa|asp_Ra_natal_mo,0||0,5463,3081,0.564,0.5508,0.00022782,2,is_bull,BULL_DIR,method1_asp
asp9_Ju_Ve|asp4_Ma_sign,0||9,652,384,0.589,0.5508,0.04344111,2,is_bull,BULL_DIR,method1_asp
asp_Ju_natal_mo|asp10_Sa_lord,0||Ma,863,504,0.584,0.5508,0.04151213,2,is_bull,BULL_DIR,method1_asp
asp9_Ju_Ve|asp7_Ma_sign,0||12,652,384,0.589,0.5508,0.04344111,2,is_bull,BULL_DIR,method1_asp
asp_Ke_natal_mo|deg_trine_Ma_Su,1||0,2217,1267,0.5715,0.5508,0.021881,2,is_bull,BULL_DIR,method1_asp
asp9_Ju_Ve|asp8_Ma_sign,0||1,652,384,0.589,0.5508,0.04344111,2,is_bull,BULL_DIR,method1_asp
ex_opp_Ju_Ma|asp9_Ju_lord,0||Me,1128,654,0.5798,0.5508,0.03755098,2,is_bull,BULL_DIR,method1_asp
asp5_Ra_Ma|asp9_Ra_lord,0||Ju,1470,847,0.5762,0.5508,0.03263822,2,is_bull,BULL_DIR,method1_asp
asp5_Ju_Me|asp7_Ra_lord,0||Me,1112,645,0.58,0.5508,0.0364744,2,is_bull,BULL_DIR,method1_asp
asp4_Ma_Ju|asp_Sa_dom_Ve,0||0,3986,2257,0.5662,0.5508,0.00508457,2,is_bull,BULL_DIR,method1_asp
asp5_Ju_Ve|asp9_Ke_lord,0||Ve,1493,860,0.576,0.5508,0.03132833,2,is_bull,BULL_DIR,method1_asp
asp4_Ma_Ju|asp7_Su_lord,0||Sa,1197,693,0.5789,0.5508,0.03631563,2,is_bull,BULL_DIR,method1_asp
asp7_Su_Ke|asp10_Sa_Ra,0||1,409,245,0.599,0.5508,0.04620109,2,is_bull,BULL_DIR,method1_asp
asp7_Ju_Me|asp10_Sa_Ra,0||1,409,245,0.599,0.5508,0.04620109,2,is_bull,BULL_DIR,method1_asp
ex_sext_Sa_Ma|n_asp_Sa,0||4,652,384,0.589,0.5508,0.04344111,2,is_bull,BULL_DIR,method1_asp
asp5_Ju_Me|asp7_Ke_lord,0||Ju,1112,645,0.58,0.5508,0.0364744,2,is_bull,BULL_DIR,method1_asp
asp10_Sa_Ra|asp7_Ke_Su,1||0,409,245,0.599,0.5508,0.04620109,2,is_bull,BULL_DIR,method1_asp
asp9_Ra_Ve|asp7_Ke_Me,0||0,5788,3262,0.5636,0.5508,6.32e-05,2,is_bull,BULL_DIR,method1_asp
asp7_Me_lord|asp7_Sa_lord,Ju||Ve,166,104,0.6265,0.5508,0.04883742,2,is_bull,BULL_DIR,method1_asp
asp7_Me_Ju|asp10_Sa_Ra,0||1,409,245,0.599,0.5508,0.04620109,2,is_bull,BULL_DIR,method1_asp
asp_Me_dom_Su|asp8_Ma_sign,0||6,456,272,0.5965,0.5508,0.04635344,2,is_bull,BULL_DIR,method1_asp
asp_Me_dom_Su|asp7_Ma_lord,0||Su,456,272,0.5965,0.5508,0.04635344,2,is_bull,BULL_DIR,method1_asp
asp_Me_dom_Su|asp7_Ma_sign,0||5,456,272,0.5965,0.5508,0.04635344,2,is_bull,BULL_DIR,method1_asp
asp_Me_dom_Su|asp4_Ma_sign,0||2,456,272,0.5965,0.5508,0.04635344,2,is_bull,BULL_DIR,method1_asp
asp5_Ra_Ma|asp9_Ke_lord,0||Me,1470,847,0.5762,0.5508,0.03263822,2,is_bull,BULL_DIR,method1_asp
asp5_Ju_Ve|asp9_Ra_lord,0||Ma,1493,860,0.576,0.5508,0.03132833,2,is_bull,BULL_DIR,method1_asp
asp7_Ju_Me|asp_Su_dom_Ju,0||1,1190,689,0.579,0.5507,0.03590088,2,is_bull,BULL_DIR,method1_asp
asp3_Sa_Ve|asp_Ma_dom_Su,0||0,5306,2993,0.5641,0.5507,0.00042584,2,is_bull,BULL_DIR,method1_asp
asp7_Su_sign|asp7_Ve_sign,8||8,195,121,0.6205,0.5507,0.04910956,2,is_bull,BULL_DIR,method1_asp
asp5_Ju_sign|n_asp_Sa,9||2,195,121,0.6205,0.5507,0.04910956,2,is_bull,BULL_DIR,method1_asp
deg_conj_Ve_Ma|asp9_Ra_lord,0||Ma,1431,825,0.5765,0.5507,0.0332681,2,is_bull,BULL_DIR,method1_asp
asp7_Ve_Ra|asp3_Sa_lord,0||Me,1015,590,0.5813,0.5507,0.03838521,2,is_bull,BULL_DIR,method1_asp
asp7_Ra_Ve|asp3_Sa_lord,0||Me,1015,590,0.5813,0.5507,0.03838521,2,is_bull,BULL_DIR,method1_asp
asp7_Ju_sign|n_asp_Sa,11||2,195,121,0.6205,0.5507,0.04910956,2,is_bull,BULL_DIR,method1_asp
asp7_Ve_Sa|asp9_Ju_Su,1||0,491,292,0.5947,0.5507,0.0485786,2,is_bull,BULL_DIR,method1_asp
deg_sq_Me_Ma|ex_opp_Ju_Ma,1||0,505,300,0.5941,0.5507,0.04633589,2,is_bull,BULL_DIR,method1_asp
asp_Ma_dom_Ve|ex_sext_Sa_Su,1||0,3564,2021,0.5671,0.5507,0.00842979,2,is_bull,BULL_DIR,method1_asp
asp_Sa_natal_mo|asp7_Su_sign,0||2,430,257,0.5977,0.5507,0.04588168,2,is_bull,BULL_DIR,method1_asp
asp7_Ju_Me|asp7_Su_lord,0||Ju,1190,689,0.579,0.5507,0.03590088,2,is_bull,BULL_DIR,method1_asp
asp9_Ju_sign|n_asp_Sa,1||2,195,121,0.6205,0.5507,0.04910956,2,is_bull,BULL_DIR,method1_asp
asp_Ve_natal_mo|deg_sext_Me_Ve,0||1,865,505,0.5838,0.5507,0.04173515,2,is_bull,BULL_DIR,method1_asp
asp_Me_dom_Mo|asp7_Ju_lord,0||Ma,1229,711,0.5785,0.5507,0.03552333,2,is_bull,BULL_DIR,method1_asp
asp8_Ma_Ju|asp_Ke_dom_Su,1||0,430,257,0.5977,0.5507,0.04588168,2,is_bull,BULL_DIR,method1_asp
asp_Ve_natal_mo|asp7_Su_sign,0||2,484,288,0.595,0.5507,0.04713226,2,is_bull,BULL_DIR,method1_asp
asp7_Me_Ju|asp7_Su_lord,0||Ju,1190,689,0.579,0.5507,0.03590088,2,is_bull,BULL_DIR,method1_asp
asp7_Me_Ju|asp_Su_dom_Ju,0||1,1190,689,0.579,0.5507,0.03590088,2,is_bull,BULL_DIR,method1_asp
asp9_Ju_Su|asp7_Sa_Ve,0||1,491,292,0.5947,0.5507,0.0485786,2,is_bull,BULL_DIR,method1_asp
deg_conj_Ve_Ma|asp7_Ma_lord,0||Ju,1275,737,0.578,0.5507,0.03547026,2,is_bull,BULL_DIR,method1_asp
asp5_Ke_Mo|asp7_Me_sign,0||3,624,368,0.5897,0.5507,0.04362904,2,is_bull,BULL_DIR,method1_asp
deg_sq_Me_Sa|any_Ju_Ma_asp,0||0,4069,2303,0.566,0.5507,0.00500073,2,is_bull,BULL_DIR,method1_asp
any_Ju_Ma_asp|asp7_Su_lord,0||Ve,747,438,0.5863,0.5507,0.04372507,2,is_bull,BULL_DIR,method1_asp
deg_conj_Ve_Ma|asp9_Ke_lord,0||Ve,1431,825,0.5765,0.5507,0.0332681,2,is_bull,BULL_DIR,method1_asp
asp7_Su_sign|asp7_Ve_lord,8||Ma,195,121,0.6205,0.5507,0.04910956,2,is_bull,BULL_DIR,method1_asp
