features,condition,n,k_pos,win_rate,wilson_lower,p_value,complexity,outcome,outcome_label,source
asp7_Me_Ra|asp7_Ve_lord,0||Ma,1359,366,0.2693,0.2464,0.03683951,2,is_strong_bull,STRONG_BULL,method1_asp
asp7_Ra_Me|asp7_Ve_lord,0||Ma,1359,366,0.2693,0.2464,0.03683951,2,is_strong_bull,STRONG_BULL,method1_asp
asp7_Sa_Ke|asp_Ma_dom_Sa,0||0,3672,956,0.2603,0.2464,0.00845744,2,is_strong_bull,STRONG_BULL,method1_asp
asp_Ju_dom_Sa|asp7_Su_lord,0||Ju,598,168,0.2809,0.2464,0.04787961,2,is_strong_bull,STRONG_BULL,method1_asp
asp5_Ju_Me|asp7_Ke_lord,0||Sa,919,252,0.2742,0.2464,1e-08,2,is_strong_bear,STRONG_BEAR,method1_asp
asp7_Mo_Su|asp7_Su_lord,0||Su,560,158,0.2821,0.2464,2.23e-06,2,is_strong_bear,STRONG_BEAR,method1_asp
asp7_Mo_Su|asp7_Su_sign,0||5,560,158,0.2821,0.2464,2.23e-06,2,is_strong_bear,STRONG_BEAR,method1_asp
asp7_Sa_Ra|asp7_Sa_lord,0||Me,938,257,0.274,0.2464,0.0,2,is_sideways,SIDEWAYS,method1_asp
asp3_Sa_Ve|asp3_Sa_Ra,0||0,6374,1638,0.257,0.2464,5.5e-07,2,is_strong_bull,STRONG_BULL,method1_asp
asp5_Ju_Me|asp_Ju_natal_mo,0||1,1596,427,0.2675,0.2464,0.03329125,2,is_strong_bull,STRONG_BULL,method1_asp
asp5_Ju_Ma|asp7_Mo_sign,0||10,564,159,0.2819,0.2464,0.04761044,2,is_strong_bull,STRONG_BULL,method1_asp
asp7_Ke_Sa|asp_Ma_dom_Sa,0||0,3672,956,0.2603,0.2464,0.00845744,2,is_strong_bull,STRONG_BULL,method1_asp
deg_trine_Sa_Mo|asp4_Ma_lord,0||Me,1123,305,0.2716,0.2464,0.03893144,2,is_strong_bull,STRONG_BULL,method1_asp
asp7_Me_Ra|asp_Ve_dom_Ma,0||1,1359,366,0.2693,0.2464,0.03683951,2,is_strong_bull,STRONG_BULL,method1_asp
asp_Ma_dom_Me|deg_sext_Me_Ma,1||0,2664,700,0.2628,0.2464,0.0185654,2,is_strong_bull,STRONG_BULL,method1_asp
asp7_Ra_Mo|asp5_Ra_lord,0||Ve,1011,276,0.273,0.2464,0.0,2,is_strong_bear,STRONG_BEAR,method1_asp
asp9_Ke_Me|deg_trine_Sa_Mo,0||1,560,158,0.2821,0.2464,0.0468971,2,is_strong_bull,STRONG_BULL,method1_asp
ex_opp_Ju_Ma|asp5_Ju_lord,0||Ve,1367,368,0.2692,0.2464,0.03726832,2,is_strong_bull,STRONG_BULL,method1_asp
asp4_Ma_Me|asp7_Ve_lord,0||Ma,1297,350,0.2699,0.2464,0.03659983,2,is_strong_bull,STRONG_BULL,method1_asp
asp7_Mo_Ra|asp5_Ra_lord,0||Ve,1011,276,0.273,0.2464,0.0,2,is_strong_bear,STRONG_BEAR,method1_asp
asp7_Ra_Ma|asp_Ra_dom_Su,0||0,5115,1321,0.2583,0.2464,0.00078135,2,is_strong_bull,STRONG_BULL,method1_asp
asp7_Ra_Mo|asp5_Ke_lord,0||Ma,1011,276,0.273,0.2464,0.0,2,is_strong_bear,STRONG_BEAR,method1_asp
asp3_Sa_Ve|asp5_Ke_Sa,0||0,6374,1638,0.257,0.2464,5.5e-07,2,is_strong_bull,STRONG_BULL,method1_asp
asp9_Ju_Sa|asp10_Sa_lord,0||Me,1173,318,0.2711,0.2464,0.0,2,is_sideways,SIDEWAYS,method1_asp
asp7_Ju_lord|n_asp_Ma,Me||1,417,120,0.2878,0.2464,1.364e-05,2,is_strong_bear,STRONG_BEAR,method1_asp
asp_Ju_dom_Mo|n_asp_Ma,0||0,854,235,0.2752,0.2463,0.04301618,2,is_strong_bull,STRONG_BULL,method1_asp
asp_Ra_dom_Mo|deg_trine_Sa_Mo,1||0,1441,387,0.2686,0.2463,0.03499217,2,is_strong_bull,STRONG_BULL,method1_asp
asp_Su_dom_Me|deg_sq_Me_Ma,1||0,1054,287,0.2723,0.2463,0.0410542,2,is_strong_bull,STRONG_BULL,method1_asp
asp7_Ma_Ra|deg_conj_Ma_Su,0||0,6325,1625,0.2569,0.2463,1.53e-06,2,is_strong_bull,STRONG_BULL,method1_asp
asp_Ma_dom_Ve|asp3_Sa_lord,0||Me,451,129,0.286,0.2463,9.09e-06,2,is_strong_bear,STRONG_BEAR,method1_asp
asp_Ke_dom_Ju|n_asp_Sa,1||3,602,169,0.2807,0.2463,0.0485559,2,is_strong_bull,STRONG_BULL,method1_asp
asp_Ra_dom_Su|asp7_Sa_lord,1||Ju,659,184,0.2792,0.2463,0.04688038,2,is_strong_bull,STRONG_BULL,method1_asp
asp5_Ra_Me|asp_Sa_dom_Ma,0||0,3851,1001,0.2599,0.2463,0.00719104,2,is_strong_bull,STRONG_BULL,method1_asp
asp7_Ke_Sa|asp_Ma_dom_Mo,0||0,5312,1370,0.2579,0.2463,0.00051176,2,is_strong_bull,STRONG_BULL,method1_asp
asp3_Sa_sign|n_asp_Sa,3||2,192,59,0.3073,0.2463,0.00048349,2,is_strong_bear,STRONG_BEAR,method1_asp
asp9_Ju_Ma|asp4_Ma_lord,0||Me,1170,317,0.2709,0.2463,0.03873465,2,is_strong_bull,STRONG_BULL,method1_asp
asp_Ra_dom_Me|deg_conj_Ma_Su,1||0,2976,779,0.2618,0.2463,0.01580945,2,is_strong_bull,STRONG_BULL,method1_asp
asp8_Ma_Ju|asp7_Ke_lord,0||Sa,923,253,0.2741,0.2463,0.04154834,2,is_strong_bull,STRONG_BULL,method1_asp
asp9_Ju_Sa|asp_Ve_dom_Ma,0||1,1352,364,0.2692,0.2463,0.03652754,2,is_strong_bull,STRONG_BULL,method1_asp
asp_Ke_dom_Me|n_asp_Sa,0||3,602,169,0.2807,0.2463,0.0485559,2,is_strong_bull,STRONG_BULL,method1_asp
asp9_Ju_Sa|asp7_Ve_lord,0||Ma,1352,364,0.2692,0.2463,0.03652754,2,is_strong_bull,STRONG_BULL,method1_asp
asp7_Sa_Ke|asp_Ma_dom_Mo,0||0,5312,1370,0.2579,0.2463,0.00051176,2,is_strong_bull,STRONG_BULL,method1_asp
asp7_Ra_Ma|asp9_Ke_Ju,0||0,6213,1597,0.257,0.2463,4.46e-06,2,is_strong_bull,STRONG_BULL,method1_asp
asp3_Sa_Ve|asp7_Me_lord,0||Su,530,150,0.283,0.2463,2.89e-06,2,is_strong_bear,STRONG_BEAR,method1_asp
ex_sext_Ju_Ma|asp5_Ra_lord,0||Ve,1077,293,0.2721,0.2463,0.0,2,is_strong_bear,STRONG_BEAR,method1_asp
asp4_Ma_Ve|asp8_Ma_lord,0||Me,1027,280,0.2726,0.2463,0.04268008,2,is_strong_bull,STRONG_BULL,method1_asp
asp_Ke_dom_Me|deg_conj_Ma_Su,0||0,2976,779,0.2618,0.2463,0.01580945,2,is_strong_bull,STRONG_BULL,method1_asp
asp7_Sa_sign|n_asp_Sa,7||2,192,59,0.3073,0.2463,0.00048349,2,is_strong_bear,STRONG_BEAR,method1_asp
asp7_Ma_Ra|asp_Ma_dom_Ve,0||1,3429,894,0.2607,0.2463,0.01129285,2,is_strong_bull,STRONG_BULL,method1_asp
asp7_Ra_Ma|deg_conj_Ma_Su,0||0,6325,1625,0.2569,0.2463,1.53e-06,2,is_strong_bull,STRONG_BULL,method1_asp
deg_opp_Me_Sa|asp7_Ma_lord,0||Ju,1352,364,0.2692,0.2463,0.03652754,2,is_strong_bull,STRONG_BULL,method1_asp
asp_Su_dom_Sa|asp5_Ra_lord,0||Ve,877,241,0.2748,0.2463,2e-08,2,is_strong_bear,STRONG_BEAR,method1_asp
asp8_Ma_Ra|n_asp_Sa,0||2,2124,562,0.2646,0.2463,0.02765138,2,is_strong_bull,STRONG_BULL,method1_asp
asp3_Sa_Ve|asp7_Me_sign,0||5,530,150,0.283,0.2463,2.89e-06,2,is_strong_bear,STRONG_BEAR,method1_asp
asp7_Ra_Ma|asp_Ma_dom_Ve,0||1,3429,894,0.2607,0.2463,0.01129285,2,is_strong_bull,STRONG_BULL,method1_asp
asp3_Sa_Ve|asp_Me_dom_Su,0||1,530,150,0.283,0.2463,2.89e-06,2,is_strong_bear,STRONG_BEAR,method1_asp
asp4_Ma_Me|ex_opp_Ju_Su,1||0,659,184,0.2792,0.2463,0.04688038,2,is_strong_bull,STRONG_BULL,method1_asp
asp7_Ma_Ra|asp5_Ju_Ke,0||0,6213,1597,0.257,0.2463,4.46e-06,2,is_strong_bull,STRONG_BULL,method1_asp
ex_sext_Ju_Ma|asp5_Ke_lord,0||Ma,1077,293,0.2721,0.2463,0.0,2,is_strong_bear,STRONG_BEAR,method1_asp
asp_Mo_natal_mo|asp7_Su_lord,0||Su,549,155,0.2823,0.2463,2.39e-06,2,is_strong_bear,STRONG_BEAR,method1_asp
asp5_Ke_Sa|asp7_Ve_sign,0||7,466,133,0.2854,0.2463,7.17e-06,2,is_strong_bear,STRONG_BEAR,method1_asp
asp4_Ma_Ju|asp10_Sa_Ke,0||1,831,229,0.2756,0.2463,0.0448522,2,is_strong_bull,STRONG_BULL,method1_asp
asp9_Ju_Su|asp9_Ju_Sa,0||1,451,129,0.286,0.2463,0.04872209,2,is_strong_bull,STRONG_BULL,method1_asp
asp_Ma_dom_Sa|deg_sext_Ma_Su,0||0,3607,939,0.2603,0.2463,0.00986352,2,is_strong_bull,STRONG_BULL,method1_asp
asp_Mo_natal_mo|asp7_Su_sign,0||5,549,155,0.2823,0.2463,2.39e-06,2,is_strong_bear,STRONG_BEAR,method1_asp
asp_Sa_natal_mo|deg_sext_Me_Ma,1||0,1854,493,0.2659,0.2463,0.02964538,2,is_strong_bull,STRONG_BULL,method1_asp
deg_sext_Me_Ma|asp7_Sa_lord,0||Ju,1023,279,0.2727,0.2463,0.04234292,2,is_strong_bull,STRONG_BULL,method1_asp
asp7_Ma_Ra|asp9_Ke_Ma,0||0,6249,1606,0.257,0.2463,2.89e-06,2,is_strong_bull,STRONG_BULL,method1_asp
asp_Ke_dom_Su|asp_Sa_natal_mo,0||1,1484,398,0.2682,0.2463,0.0341507,2,is_strong_bull,STRONG_BULL,method1_asp
asp_Su_dom_Sa|asp5_Ke_lord,0||Ma,877,241,0.2748,0.2463,2e-08,2,is_strong_bear,STRONG_BEAR,method1_asp
ex_sext_Sa_Ma|asp7_Sa_lord,0||Ju,1081,294,0.272,0.2463,0.03950363,2,is_strong_bull,STRONG_BULL,method1_asp
deg_conj_Ju_Ma|deg_trine_Sa_Ma,1||0,276,82,0.2971,0.2463,0.00012064,2,is_strong_bear,STRONG_BEAR,method1_asp
asp10_Sa_sign|n_asp_Sa,10||2,192,59,0.3073,0.2463,0.00048349,2,is_strong_bear,STRONG_BEAR,method1_asp
ex_opp_Ju_Su|asp7_Ve_sign,0||1,682,190,0.2786,0.2463,0.04525297,2,is_strong_bull,STRONG_BULL,method1_asp
asp_Ra_dom_Ju|n_asp_Sa,0||3,602,169,0.2807,0.2463,0.0485559,2,is_strong_bull,STRONG_BULL,method1_asp
asp7_Ma_Ra|asp9_Ke_Ju,0||0,6213,1597,0.257,0.2463,4.46e-06,2,is_strong_bull,STRONG_BULL,method1_asp
asp7_Ra_Ve|asp7_Ve_sign,0||8,659,184,0.2792,0.2463,0.04688038,2,is_strong_bull,STRONG_BULL,method1_asp
asp_Ma_dom_Mo|deg_trine_Me_Ju,0||0,5361,1382,0.2578,0.2463,0.00046766,2,is_strong_bull,STRONG_BULL,method1_asp
asp_Ra_dom_Ju|deg_conj_Ma_Su,0||0,2976,779,0.2618,0.2463,0.01580945,2,is_strong_bull,STRONG_BULL,method1_asp
asp7_Me_sign|asp7_Ju_lord,12||Me,149,47,0.3154,0.2463,0.00088686,2,is_strong_bear,STRONG_BEAR,method1_asp
asp3_Sa_Ra|asp7_Ve_sign,0||7,466,133,0.2854,0.2463,7.17e-06,2,is_strong_bear,STRONG_BEAR,method1_asp
asp_Ra_dom_Me|n_asp_Sa,1||3,602,169,0.2807,0.2463,0.0485559,2,is_strong_bull,STRONG_BULL,method1_asp
asp_Ma_dom_Ve|deg_sq_Me_Sa,1||0,3377,881,0.2609,0.2463,0.01120415,2,is_strong_bull,STRONG_BULL,method1_asp
deg_sq_Me_Ma|asp7_Su_lord,0||Me,1054,287,0.2723,0.2463,0.0410542,2,is_strong_bull,STRONG_BULL,method1_asp
asp7_Ra_Ma|asp9_Ke_Ma,0||0,6249,1606,0.257,0.2463,2.89e-06,2,is_strong_bull,STRONG_BULL,method1_asp
asp7_Ve_Ra|asp7_Ve_sign,0||8,659,184,0.2792,0.2463,0.04688038,2,is_strong_bull,STRONG_BULL,method1_asp
asp_Ke_dom_Ju|deg_conj_Ma_Su,1||0,2976,779,0.2618,0.2463,0.01580945,2,is_strong_bull,STRONG_BULL,method1_asp
asp5_Ju_Ke|asp7_Ra_Ma,0||0,6213,1597,0.257,0.2463,4.46e-06,2,is_strong_bull,STRONG_BULL,method1_asp
asp5_Ra_Su|asp3_Sa_lord,0||Mo,553,156,0.2821,0.2462,2.56e-06,2,is_strong_bear,STRONG_BEAR,method1_asp
asp7_Me_lord|asp10_Sa_lord,Su||Me,69,24,0.3478,0.2462,0.00350075,2,is_sideways,SIDEWAYS,method1_asp
asp7_Me_Ra|asp7_Ju_lord,0||Me,1244,336,0.2701,0.2462,0.0,2,is_strong_bear,STRONG_BEAR,method1_asp
asp8_Ma_Ju|asp_Ra_natal_mo,0||1,1306,352,0.2695,0.2462,0.0403957,2,is_strong_bull,STRONG_BULL,method1_asp
asp5_Ra_Su|asp3_Sa_sign,0||4,553,156,0.2821,0.2462,2.56e-06,2,is_strong_bear,STRONG_BEAR,method1_asp
asp7_Ra_Ve|asp7_Mo_lord,0||Sa,1147,311,0.2711,0.2462,0.04062388,2,is_strong_bull,STRONG_BULL,method1_asp
asp5_Ke_Me|asp7_Ma_lord,0||Ju,1329,358,0.2694,0.2462,0.0384018,2,is_strong_bull,STRONG_BULL,method1_asp
deg_opp_Ve_Sa|n_asp_Sa,0||2,2230,589,0.2641,0.2462,0.02578353,2,is_strong_bull,STRONG_BULL,method1_asp
deg_conj_Me_Ma|asp7_Su_sign,0||3,572,161,0.2815,0.2462,0.04904207,2,is_strong_bull,STRONG_BULL,method1_asp
asp7_Ve_Ra|asp7_Mo_lord,0||Sa,1147,311,0.2711,0.2462,0.04062388,2,is_strong_bull,STRONG_BULL,method1_asp
asp_Ju_dom_Me,1,3798,987,0.2599,0.2462,0.00845627,1,is_strong_bull,STRONG_BULL,method1_asp
asp7_Ve_Ra|asp5_Ke_Ju,1||0,606,170,0.2805,0.2462,0.04923357,2,is_strong_bull,STRONG_BULL,method1_asp
asp7_Ma_Ra|deg_conj_Me_Ma,0||0,6271,1611,0.2569,0.2462,2.9e-06,2,is_strong_bull,STRONG_BULL,method1_asp
asp7_Sa_Ra|asp_Ju_dom_Sa,0||0,3016,789,0.2616,0.2462,0.01602779,2,is_strong_bull,STRONG_BULL,method1_asp
asp7_Ve_sign|asp7_Ke_lord,7||Me,86,29,0.3372,0.2462,0.00275739,2,is_strong_bear,STRONG_BEAR,method1_asp
deg_trine_Ju_Ma|asp10_Sa_lord,0||Me,1147,311,0.2711,0.2462,0.0,2,is_sideways,SIDEWAYS,method1_asp
asp9_Ra_sign|n_asp_Ju,6||3,69,24,0.3478,0.2462,0.00393736,2,is_strong_bear,STRONG_BEAR,method1_asp
asp9_Ju_Me|asp4_Ma_sign,1||7,69,24,0.3478,0.2462,0.00089243,2,is_bull,BULL_DIR,method1_asp
asp5_Ra_Su|asp7_Sa_sign,0||8,553,156,0.2821,0.2462,2.56e-06,2,is_strong_bear,STRONG_BEAR,method1_asp
asp5_Ke_Ma|asp3_Sa_lord,1||Me,86,29,0.3372,0.2462,0.00275739,2,is_strong_bear,STRONG_BEAR,method1_asp
asp7_Ve_Ra|asp_Mo_dom_Sa,0||1,1147,311,0.2711,0.2462,0.04062388,2,is_strong_bull,STRONG_BULL,method1_asp
asp5_Ra_Su|asp10_Sa_sign,0||11,553,156,0.2821,0.2462,2.56e-06,2,is_strong_bear,STRONG_BEAR,method1_asp
asp_Ma_dom_Ve|asp_Ju_dom_Sa,1||0,1816,483,0.266,0.2462,0.03090271,2,is_strong_bull,STRONG_BULL,method1_asp
asp9_Ju_Su|n_asp_Ma,0||0,1066,290,0.272,0.2462,0.04200307,2,is_strong_bull,STRONG_BULL,method1_asp
asp7_Ra_Sa|asp_Ju_dom_Sa,0||0,3016,789,0.2616,0.2462,0.01602779,2,is_strong_bull,STRONG_BULL,method1_asp
asp9_Ke_sign|n_asp_Ju,12||3,69,24,0.3478,0.2462,0.00393736,2,is_strong_bear,STRONG_BEAR,method1_asp
asp7_Ke_Sa|n_asp_Sa,0||2,2070,548,0.2647,0.2462,0.02856733,2,is_strong_bull,STRONG_BULL,method1_asp
asp_Sa_dom_Ma|deg_sext_Me_Ma,0||0,4086,1060,0.2594,0.2462,0.00590532,2,is_strong_bull,STRONG_BULL,method1_asp
asp7_Ra_Me|asp7_Ju_lord,0||Me,1244,336,0.2701,0.2462,0.0,2,is_strong_bear,STRONG_BEAR,method1_asp
asp7_Ra_sign|n_asp_Ju,4||3,69,24,0.3478,0.2462,0.00393736,2,is_strong_bear,STRONG_BEAR,method1_asp
asp7_Ra_Ve|asp5_Ke_Ju,1||0,606,170,0.2805,0.2462,0.04923357,2,is_strong_bull,STRONG_BULL,method1_asp
asp7_Ke_Ve|asp_Ma_dom_Me,0||1,2584,679,0.2628,0.2462,0.02223682,2,is_strong_bull,STRONG_BULL,method1_asp
asp5_Ke_sign|n_asp_Ju,8||3,69,24,0.3478,0.2462,0.00393736,2,is_strong_bear,STRONG_BEAR,method1_asp
asp_Su_natal_mo|deg_trine_Ju_Sa,0||1,380,110,0.2895,0.2462,2.477e-05,2,is_strong_bear,STRONG_BEAR,method1_asp
asp9_Ju_Su|asp_Ma_dom_Mo,0||0,5359,1381,0.2577,0.2462,0.0005251,2,is_strong_bull,STRONG_BULL,method1_asp
asp10_Sa_Ra|asp_Sa_dom_Su,0||0,5572,1435,0.2575,0.2462,0.00023191,2,is_strong_bull,STRONG_BULL,method1_asp
asp7_Sa_Ke|n_asp_Sa,0||2,2070,548,0.2647,0.2462,0.02856733,2,is_strong_bull,STRONG_BULL,method1_asp
deg_conj_Me_Ju|asp7_Ke_lord,0||Sa,935,256,0.2738,0.2462,0.04266264,2,is_strong_bull,STRONG_BULL,method1_asp
asp7_Ke_sign|n_asp_Ju,10||3,69,24,0.3478,0.2462,0.00393736,2,is_strong_bear,STRONG_BEAR,method1_asp
asp7_Ve_Ke|asp_Ma_dom_Me,0||1,2584,679,0.2628,0.2462,0.02223682,2,is_strong_bull,STRONG_BULL,method1_asp
asp9_Ju_Me|asp5_Ju_lord,1||Ma,69,24,0.3478,0.2462,0.00089243,2,is_bull,BULL_DIR,method1_asp
asp9_Ju_Ke|asp7_Ra_Ve,0||1,606,170,0.2805,0.2462,0.04923357,2,is_strong_bull,STRONG_BULL,method1_asp
asp7_Ve_Ra|asp9_Ju_Ke,1||0,606,170,0.2805,0.2462,0.04923357,2,is_strong_bull,STRONG_BULL,method1_asp
asp7_Me_sign|asp10_Sa_lord,5||Me,69,24,0.3478,0.2462,0.00350075,2,is_sideways,SIDEWAYS,method1_asp
asp7_Ra_lord|n_asp_Ju,Mo||3,69,24,0.3478,0.2462,0.00393736,2,is_strong_bear,STRONG_BEAR,method1_asp
asp9_Ju_Me|asp8_Ma_sign,1||11,69,24,0.3478,0.2462,0.00089243,2,is_bull,BULL_DIR,method1_asp
deg_sq_Sa_Ma|deg_conj_Me_Ju,1||0,534,151,0.2828,0.2462,0.04787311,2,is_strong_bull,STRONG_BULL,method1_asp
asp10_Sa_Ra|asp_Ju_dom_Me,0||1,3798,987,0.2599,0.2462,0.00845627,2,is_strong_bull,STRONG_BULL,method1_asp
asp5_Ra_sign|n_asp_Ju,2||3,69,24,0.3478,0.2462,0.00393736,2,is_strong_bear,STRONG_BEAR,method1_asp
asp7_Ve_sign|asp7_Ra_lord,7||Ju,86,29,0.3372,0.2462,0.00275739,2,is_strong_bear,STRONG_BEAR,method1_asp
asp7_Ra_Ve|asp_Mo_dom_Sa,0||1,1147,311,0.2711,0.2462,0.04062388,2,is_strong_bull,STRONG_BULL,method1_asp
asp_Ju_dom_Me|deg_trine_Me_Ma,1||0,3624,943,0.2602,0.2462,0.00988294,2,is_strong_bull,STRONG_BULL,method1_asp
ex_sq_Sa_Ma|asp7_Ju_lord,0||Me,1240,335,0.2702,0.2462,0.0,2,is_strong_bear,STRONG_BEAR,method1_asp
asp7_Ra_Ma|deg_conj_Me_Ma,0||0,6271,1611,0.2569,0.2462,2.9e-06,2,is_strong_bull,STRONG_BULL,method1_asp
asp9_Ju_Me|asp7_Ma_sign,1||10,69,24,0.3478,0.2462,0.00089243,2,is_bull,BULL_DIR,method1_asp
asp4_Ma_Me|deg_conj_Ju_Ma,1||0,663,185,0.279,0.2462,0.04747741,2,is_strong_bull,STRONG_BULL,method1_asp
asp_Ve_dom_Mo|asp7_Ke_lord,0||Sa,920,252,0.2739,0.2461,0.04537229,2,is_strong_bull,STRONG_BULL,method1_asp
asp7_Ma_Ke|deg_conj_Ju_Sa,1||0,538,152,0.2825,0.2461,0.04863112,2,is_strong_bull,STRONG_BULL,method1_asp
asp3_Sa_Ve|asp5_Ra_Sa,0||1,455,130,0.2857,0.2461,0.04964215,2,is_strong_bull,STRONG_BULL,method1_asp
asp_Ke_dom_Su|asp7_Sa_lord,0||Ve,690,192,0.2783,0.2461,0.04636681,2,is_strong_bull,STRONG_BULL,method1_asp
deg_sext_Ma_Su|asp5_Ju_lord,0||Ve,1252,338,0.27,0.2461,0.04054422,2,is_strong_bull,STRONG_BULL,method1_asp
deg_opp_Ra_Ju|asp7_Me_sign,0||5,576,162,0.2812,0.2461,1.78e-06,2,is_strong_bear,STRONG_BEAR,method1_asp
asp_Ma_natal_mo|asp4_Ma_lord,0||Me,1229,332,0.2701,0.2461,0.0426187,2,is_strong_bull,STRONG_BULL,method1_asp
asp3_Sa_Ve|asp7_Su_sign,0||5,557,157,0.2819,0.2461,2.16e-06,2,is_strong_bear,STRONG_BEAR,method1_asp
deg_opp_Ju_Ma|asp10_Sa_lord,0||Ju,1221,330,0.2703,0.2461,0.04207766,2,is_strong_bull,STRONG_BULL,method1_asp
asp_Sa_dom_Su|asp8_Ma_lord,0||Mo,395,114,0.2886,0.2461,1.974e-05,2,is_strong_bear,STRONG_BEAR,method1_asp
asp_Ke_dom_Ju|deg_opp_Sa_Ma,1||0,3152,823,0.2611,0.2461,0.01553067,2,is_strong_bull,STRONG_BULL,method1_asp
asp10_Sa_Ke|asp_Ju_dom_Sa,1||0,897,246,0.2742,0.2461,0.04746091,2,is_strong_bull,STRONG_BULL,method1_asp
asp_Ke_dom_Me|deg_opp_Sa_Ma,0||0,3152,823,0.2611,0.2461,0.01553067,2,is_strong_bull,STRONG_BULL,method1_asp
asp7_Ju_Ma|asp5_Ke_Ju,1||0,732,203,0.2773,0.2461,0.04703345,2,is_strong_bull,STRONG_BULL,method1_asp
asp7_Ma_Ra|asp10_Sa_Ju,0||0,6190,1590,0.2569,0.2461,7.44e-06,2,is_strong_bull,STRONG_BULL,method1_asp
asp3_Sa_Ra|asp10_Sa_Ju,0||0,6317,1622,0.2568,0.2461,2.38e-06,2,is_strong_bull,STRONG_BULL,method1_asp
asp10_Sa_Ke|ex_opp_Sa_Ma,1||0,870,239,0.2747,0.2461,0.04468654,2,is_strong_bull,STRONG_BULL,method1_asp
asp10_Sa_Ju|asp7_Ra_Ma,0||0,6190,1590,0.2569,0.2461,7.44e-06,2,is_strong_bull,STRONG_BULL,method1_asp
asp7_Ra_Ve|asp_Ju_natal_mo,0||1,1485,398,0.268,0.2461,0.03706782,2,is_strong_bull,STRONG_BULL,method1_asp
asp3_Sa_Ve|asp3_Sa_Ke,0||1,455,130,0.2857,0.2461,0.04964215,2,is_strong_bull,STRONG_BULL,method1_asp
asp3_Sa_Ra|n_asp_Ma,1||2,167,52,0.3114,0.2461,0.00053012,2,is_sideways,SIDEWAYS,method1_asp
deg_trine_Me_Ma|asp7_Su_sign,0||2,595,167,0.2807,0.2461,0.04756659,2,is_strong_bull,STRONG_BULL,method1_asp
asp4_Ma_lord,Me,1229,332,0.2701,0.2461,0.0426187,1,is_strong_bull,STRONG_BULL,method1_asp
asp9_Ju_Ma|asp3_Sa_sign,1||2,167,52,0.3114,0.2461,0.00082553,2,is_strong_bear,STRONG_BEAR,method1_asp
asp_Su_natal_mo|deg_trine_Me_Ma,1||0,595,167,0.2807,0.2461,0.04756659,2,is_strong_bull,STRONG_BULL,method1_asp
asp_Ma_dom_Ve|deg_opp_Ve_Sa,1||0,3570,929,0.2602,0.2461,0.01065593,2,is_strong_bull,STRONG_BULL,method1_asp
asp_Ju_natal_mo|n_asp_Ju,0||2,1489,399,0.268,0.2461,0.03725691,2,is_strong_bull,STRONG_BULL,method1_asp
asp_Ma_dom_Ve|deg_trine_Me_Ju,1||0,3448,898,0.2604,0.2461,0.01223964,2,is_strong_bull,STRONG_BULL,method1_asp
asp10_Sa_Ju|asp5_Ke_Sa,0||0,6317,1622,0.2568,0.2461,2.38e-06,2,is_strong_bull,STRONG_BULL,method1_asp
asp4_Ma_Me|asp9_Ke_Ma,1||0,629,176,0.2798,0.2461,0.04760411,2,is_strong_bull,STRONG_BULL,method1_asp
asp_Sa_dom_Su|asp7_Ma_sign,0||3,395,114,0.2886,0.2461,1.974e-05,2,is_strong_bear,STRONG_BEAR,method1_asp
deg_opp_Ra_Ju|asp7_Me_lord,0||Su,576,162,0.2812,0.2461,1.78e-06,2,is_strong_bear,STRONG_BEAR,method1_asp
asp5_Ke_Sa|asp7_Me_sign,0||1,610,171,0.2803,0.2461,0.04991255,2,is_strong_bull,STRONG_BULL,method1_asp
asp_Su_dom_Ma|asp_Ma_dom_Me,0||1,2412,635,0.2633,0.2461,0.02512137,2,is_strong_bull,STRONG_BULL,method1_asp
asp3_Sa_Ra|asp7_Me_sign,0||1,610,171,0.2803,0.2461,0.04991255,2,is_strong_bull,STRONG_BULL,method1_asp
asp_Ra_dom_Me|deg_opp_Sa_Ma,1||0,3152,823,0.2611,0.2461,0.01553067,2,is_strong_bull,STRONG_BULL,method1_asp
asp5_Ra_Sa|asp7_Ra_Ve,1||0,455,130,0.2857,0.2461,0.04964215,2,is_strong_bull,STRONG_BULL,method1_asp
asp3_Sa_Me|asp7_Me_sign,0||3,633,177,0.2796,0.2461,0.04823611,2,is_strong_bull,STRONG_BULL,method1_asp
asp7_Ma_Ra|asp8_Ma_lord,0||Ve,1105,300,0.2715,0.2461,0.04128311,2,is_strong_bull,STRONG_BULL,method1_asp
asp_Me_dom_Su|deg_opp_Ra_Ju,1||0,576,162,0.2812,0.2461,1.78e-06,2,is_strong_bear,STRONG_BEAR,method1_asp
deg_sq_Me_Ma|asp5_Ra_lord,0||Ve,997,272,0.2728,0.2461,0.04415285,2,is_strong_bull,STRONG_BULL,method1_asp
asp7_Ve_Ra|asp_Ju_natal_mo,0||1,1485,398,0.268,0.2461,0.03706782,2,is_strong_bull,STRONG_BULL,method1_asp
asp3_Sa_Ve|asp_Ma_dom_Sa,0||0,3681,957,0.26,0.2461,0.00991057,2,is_strong_bull,STRONG_BULL,method1_asp
asp5_Ke_Sa|n_asp_Ma,1||2,167,52,0.3114,0.2461,0.00053012,2,is_sideways,SIDEWAYS,method1_asp
